	ID	Species	Medium	Treatment	MxT	MxS	Replicate	Fitness	Value
331	141	SI7820	Hundred	Syncom	100_SynCom	SynCom_7820	1	Dead	0
332	142	SI7820	Hundred	Syncom	100_SynCom	SynCom_7820	2	Dead	0
333	143	SI7820	Hundred	Syncom	100_SynCom	SynCom_7820	3	Dead	0
334	144	SI7820	Hundred	Syncom	100_SynCom	SynCom_7820	4	Dead	0
335	176	SI7820	Thousand	NB	1000_NB	NB_7820	1	Healthy	83.33333333
336	177	SI7820	Thousand	NB	1000_NB	NB_7820	2	Healthy	100
337	178	SI7820	Thousand	NB	1000_NB	NB_7820	3	Healthy	0
338	179	SI7820	Thousand	NB	1000_NB	NB_7820	4	Healthy	23.80952381
339	176	SI7820	Thousand	NB	1000_NB	NB_7820	1	Stressed 	6.666666667
340	177	SI7820	Thousand	NB	1000_NB	NB_7820	2	Stressed 	0
341	178	SI7820	Thousand	NB	1000_NB	NB_7820	3	Stressed 	62.5
342	179	SI7820	Thousand	NB	1000_NB	NB_7820	4	Stressed 	16.66666667
343	176	SI7820	Thousand	NB	1000_NB	NB_7820	1	Dead	10
344	177	SI7820	Thousand	NB	1000_NB	NB_7820	2	Dead	0
345	178	SI7820	Thousand	NB	1000_NB	NB_7820	3	Dead	37.5
346	179	SI7820	Thousand	NB	1000_NB	NB_7820	4	Dead	59.52380952
347	211	SI7820	Thousand	Syncom	1000_SynCom	SynCom_7820	1	Healthy	0
348	212	SI7820	Thousand	Syncom	1000_SynCom	SynCom_7820	2	Healthy	0
349	213	SI7820	Thousand	Syncom	1000_SynCom	SynCom_7820	3	Healthy	0
350	214	SI7820	Thousand	Syncom	1000_SynCom	SynCom_7820	4	Healthy	50
351	211	SI7820	Thousand	Syncom	1000_SynCom	SynCom_7820	1	Stressed 	66.66666667
352	212	SI7820	Thousand	Syncom	1000_SynCom	SynCom_7820	2	Stressed 	75
353	213	SI7820	Thousand	Syncom	1000_SynCom	SynCom_7820	3	Stressed 	88.88888889
354	214	SI7820	Thousand	Syncom	1000_SynCom	SynCom_7820	4	Stressed 	16.66666667
355	211	SI7820	Thousand	Syncom	1000_SynCom	SynCom_7820	1	Dead	33.33333333
356	212	SI7820	Thousand	Syncom	1000_SynCom	SynCom_7820	2	Dead	25
357	213	SI7820	Thousand	Syncom	1000_SynCom	SynCom_7820	3	Dead	11.11111111
358	214	SI7820	Thousand	Syncom	1000_SynCom	SynCom_7820	4	Dead	33.33333333
359	40	SP9509	Dir	Syncom	Dir_SynCom	SynCom_9509	1	Healthy	70.58823529
360	41	SP9509	Dir	Syncom	Dir_SynCom	SynCom_9509	2	Healthy	90.90909091
361	42	SP9509	Dir	Syncom	Dir_SynCom	SynCom_9509	3	Healthy	81.25
362	43	SP9509	Dir	Syncom	Dir_SynCom	SynCom_9509	4	Healthy	91.66666667
363	40	SP9509	Dir	Syncom	Dir_SynCom	SynCom_9509	1	Stressed 	17.64705882
364	41	SP9509	Dir	Syncom	Dir_SynCom	SynCom_9509	2	Stressed 	0
365	42	SP9509	Dir	Syncom	Dir_SynCom	SynCom_9509	3	Stressed 	6.25
366	43	SP9509	Dir	Syncom	Dir_SynCom	SynCom_9509	4	Stressed 	0
367	40	SP9509	Dir	Syncom	Dir_SynCom	SynCom_9509	1	Dead	11.76470588
368	41	SP9509	Dir	Syncom	Dir_SynCom	SynCom_9509	2	Dead	9.090909091
369	42	SP9509	Dir	Syncom	Dir_SynCom	SynCom_9509	3	Dead	12.5
370	43	SP9509	Dir	Syncom	Dir_SynCom	SynCom_9509	4	Dead	8.333333333
371	5	SP9509	Dir	NB	Dir_NB	NB_9509	1	Healthy	90.90909091
372	6	SP9509	Dir	NB	Dir_NB	NB_9509	2	Healthy	81.81818182
373	7	SP9509	Dir	NB	Dir_NB	NB_9509	3	Healthy	92.85714286
374	8	SP9509	Dir	NB	Dir_NB	NB_9509	4	Healthy	83.33333333
375	5	SP9509	Dir	NB	Dir_NB	NB_9509	1	Stressed 	9.090909091
376	6	SP9509	Dir	NB	Dir_NB	NB_9509	2	Stressed 	9.090909091
377	7	SP9509	Dir	NB	Dir_NB	NB_9509	3	Stressed 	7.142857143
378	8	SP9509	Dir	NB	Dir_NB	NB_9509	4	Stressed 	16.66666667
379	5	SP9509	Dir	NB	Dir_NB	NB_9509	1	Dead	0
380	6	SP9509	Dir	NB	Dir_NB	NB_9509	2	Dead	9.090909091
381	7	SP9509	Dir	NB	Dir_NB	NB_9509	3	Dead	0
382	8	SP9509	Dir	NB	Dir_NB	NB_9509	4	Dead	0
383	110	SP9509	Hundred	NB	100_NB	NB_9509	1	Healthy	75
384	111	SP9509	Hundred	NB	100_NB	NB_9509	2	Healthy	80
385	112	SP9509	Hundred	NB	100_NB	NB_9509	3	Healthy	80
386	113	SP9509	Hundred	NB	100_NB	NB_9509	4	Healthy	90.90909091
387	110	SP9509	Hundred	NB	100_NB	NB_9509	1	Stressed 	25
388	111	SP9509	Hundred	NB	100_NB	NB_9509	2	Stressed 	0
389	112	SP9509	Hundred	NB	100_NB	NB_9509	3	Stressed 	0
390	113	SP9509	Hundred	NB	100_NB	NB_9509	4	Stressed 	9.090909091
391	110	SP9509	Hundred	NB	100_NB	NB_9509	1	Dead	0
392	111	SP9509	Hundred	NB	100_NB	NB_9509	2	Dead	20
393	112	SP9509	Hundred	NB	100_NB	NB_9509	3	Dead	20
394	113	SP9509	Hundred	NB	100_NB	NB_9509	4	Dead	0
395	145	SP9509	Hundred	Syncom	100_SynCom	SynCom_9509	1	Healthy	100
396	146	SP9509	Hundred	Syncom	100_SynCom	SynCom_9509	2	Healthy	100
397	147	SP9509	Hundred	Syncom	100_SynCom	SynCom_9509	3	Healthy	93.33333333
398	148	SP9509	Hundred	Syncom	100_SynCom	SynCom_9509	4	Healthy	81.81818182
399	145	SP9509	Hundred	Syncom	100_SynCom	SynCom_9509	1	Stressed 	0
400	146	SP9509	Hundred	Syncom	100_SynCom	SynCom_9509	2	Stressed 	0
401	147	SP9509	Hundred	Syncom	100_SynCom	SynCom_9509	3	Stressed 	6.666666667
402	148	SP9509	Hundred	Syncom	100_SynCom	SynCom_9509	4	Stressed 	0
403	145	SP9509	Hundred	Syncom	100_SynCom	SynCom_9509	1	Dead	0
404	146	SP9509	Hundred	Syncom	100_SynCom	SynCom_9509	2	Dead	0
405	147	SP9509	Hundred	Syncom	100_SynCom	SynCom_9509	3	Dead	0
406	148	SP9509	Hundred	Syncom	100_SynCom	SynCom_9509	4	Dead	18.18181818
407	180	SP9509	Thousand	NB	1000_NB	NB_9509	1	Healthy	100
408	181	SP9509	Thousand	NB	1000_NB	NB_9509	2	Healthy	66.66666667
409	182	SP9509	Thousand	NB	1000_NB	NB_9509	3	Healthy	35.71428571
410	183	SP9509	Thousand	NB	1000_NB	NB_9509	4	Healthy	61.53846154
411	180	SP9509	Thousand	NB	1000_NB	NB_9509	1	Stressed 	0
412	181	SP9509	Thousand	NB	1000_NB	NB_9509	2	Stressed 	16.66666667
413	182	SP9509	Thousand	NB	1000_NB	NB_9509	3	Stressed 	57.14285714
414	183	SP9509	Thousand	NB	1000_NB	NB_9509	4	Stressed 	28.93772894
415	180	SP9509	Thousand	NB	1000_NB	NB_9509	1	Dead	0
416	181	SP9509	Thousand	NB	1000_NB	NB_9509	2	Dead	16.66666667
417	182	SP9509	Thousand	NB	1000_NB	NB_9509	3	Dead	7.142857143
418	183	SP9509	Thousand	NB	1000_NB	NB_9509	4	Dead	9.523809524
419	215	SP9509	Thousand	Syncom	1000_SynCom	SynCom_9509	1	Healthy	100
420	216	SP9509	Thousand	Syncom	1000_SynCom	SynCom_9509	2	Healthy	0
421	217	SP9509	Thousand	Syncom	1000_SynCom	SynCom_9509	3	Healthy	11.11111111
422	218	SP9509	Thousand	Syncom	1000_SynCom	SynCom_9509	4	Healthy	40
423	215	SP9509	Thousand	Syncom	1000_SynCom	SynCom_9509	1	Stressed 	0
424	216	SP9509	Thousand	Syncom	1000_SynCom	SynCom_9509	2	Stressed 	76.92307692
425	217	SP9509	Thousand	Syncom	1000_SynCom	SynCom_9509	3	Stressed 	66.66666667
426	218	SP9509	Thousand	Syncom	1000_SynCom	SynCom_9509	4	Stressed 	44.61538462
427	215	SP9509	Thousand	Syncom	1000_SynCom	SynCom_9509	1	Dead	0
428	216	SP9509	Thousand	Syncom	1000_SynCom	SynCom_9509	2	Dead	23.07692308
429	217	SP9509	Thousand	Syncom	1000_SynCom	SynCom_9509	3	Dead	22.22222222
430	218	SP9509	Thousand	Syncom	1000_SynCom	SynCom_9509	4	Dead	15.38461538
