Numer	ID	Nutrient	Treatment	MxT	MxS	Plant	Replicate	Day 	Value
1	1	High	NB	High_NB	NB_7820	7820	1	1	1
2	2	High	NB	High_NB	NB_7820	7820	2	1	1
3	3	High	NB	High_NB	NB_7820	7820	3	1	1
4	4	High	NB	High_NB	NB_7820	7820	4	1	1
5	5	High	NB	High_NB	NB_9509	9509	1	1	1
6	6	High	NB	High_NB	NB_9509	9509	2	1	1
7	7	High	NB	High_NB	NB_9509	9509	3	1	1
8	8	High	NB	High_NB	NB_9509	9509	4	1	1
9	9	High	NB	High_NB	NB_8539	8539	1	1	1
10	10	High	NB	High_NB	NB_8539	8539	2	1	1
11	11	High	NB	High_NB	NB_8539	8539	3	1	1
12	12	High	NB	High_NB	NB_8539	8539	4	1	1
13	13	High	NB	High_NB	NB_7339	7339	1	1	1
14	14	High	NB	High_NB	NB_7339	7339	2	1	1
15	15	High	NB	High_NB	NB_7339	7339	3	1	1
16	16	High	NB	High_NB	NB_7339	7339	4	1	1
17	17	High	NB	High_NB	NB_PS	PS	1	1	1
18	18	High	NB	High_NB	NB_PS	PS	2	1	1
19	19	High	NB	High_NB	NB_PS	PS	3	1	1
20	20	High	NB	High_NB	NB_PS	PS	4	1	1
21	21	High	NB	High_NB	NB_0049	0049	1	1	1
22	22	High	NB	High_NB	NB_0049	0049	2	1	1
23	23	High	NB	High_NB	NB_0049	0049	3	1	1
24	24	High	NB	High_NB	NB_0049	0049	4	1	1
25	25	High	NB	High_NB	NB_9250	9250	1	1	1
26	26	High	NB	High_NB	NB_9250	9250	2	1	1
27	27	High	NB	High_NB	NB_9250	9250	3	1	1
28	28	High	NB	High_NB	NB_9250	9250	4	1	1
29	36	High	Syncom	High_SynCom	SynCom_7820	7820	1	1	1
30	37	High	Syncom	High_SynCom	SynCom_7820	7820	2	1	1
31	38	High	Syncom	High_SynCom	SynCom_7820	7820	3	1	1
32	39	High	Syncom	High_SynCom	SynCom_7820	7820	4	1	1
33	40	High	Syncom	High_SynCom	SynCom_9509	9509	1	1	1
34	41	High	Syncom	High_SynCom	SynCom_9509	9509	2	1	1
35	42	High	Syncom	High_SynCom	SynCom_9509	9509	3	1	1
36	43	High	Syncom	High_SynCom	SynCom_9509	9509	4	1	1
37	44	High	Syncom	High_SynCom	SynCom_8539	8539	1	1	1
38	45	High	Syncom	High_SynCom	SynCom_8539	8539	2	1	1
39	46	High	Syncom	High_SynCom	SynCom_8539	8539	3	1	1
40	47	High	Syncom	High_SynCom	SynCom_8539	8539	4	1	1
41	48	High	Syncom	High_SynCom	SynCom_7339	7339	1	1	1
42	49	High	Syncom	High_SynCom	SynCom_7339	7339	2	1	1
43	50	High	Syncom	High_SynCom	SynCom_7339	7339	3	1	1
44	51	High	Syncom	High_SynCom	SynCom_7339	7339	4	1	1
45	52	High	Syncom	High_SynCom	SynCom_PS	PS	1	1	1
46	53	High	Syncom	High_SynCom	SynCom_PS	PS	2	1	1
47	54	High	Syncom	High_SynCom	SynCom_PS	PS	3	1	1
48	55	High	Syncom	High_SynCom	SynCom_PS	PS	4	1	1
49	56	High	Syncom	High_SynCom	SynCom_0049	0049	1	1	1
50	57	High	Syncom	High_SynCom	SynCom_0049	0049	2	1	1
51	58	High	Syncom	High_SynCom	SynCom_0049	0049	3	1	1
52	59	High	Syncom	High_SynCom	SynCom_0049	0049	4	1	1
53	60	High	Syncom	High_SynCom	SynCom_9250	9250	1	1	1
54	61	High	Syncom	High_SynCom	SynCom_9250	9250	2	1	1
55	62	High	Syncom	High_SynCom	SynCom_9250	9250	3	1	1
56	63	High	Syncom	High_SynCom	SynCom_9250	9250	4	1	1
57	106	Medium	NB	100_NB	NB_7820	7820	1	1	1
58	107	Medium	NB	100_NB	NB_7820	7820	2	1	1
59	108	Medium	NB	100_NB	NB_7820	7820	3	1	1
60	109	Medium	NB	100_NB	NB_7820	7820	4	1	1
61	110	Medium	NB	100_NB	NB_9509	9509	1	1	1
62	111	Medium	NB	100_NB	NB_9509	9509	2	1	1
63	112	Medium	NB	100_NB	NB_9509	9509	3	1	1
64	113	Medium	NB	100_NB	NB_9509	9509	4	1	1
65	114	Medium	NB	100_NB	NB_8539	8539	1	1	1
66	115	Medium	NB	100_NB	NB_8539	8539	2	1	1
67	116	Medium	NB	100_NB	NB_8539	8539	3	1	1
68	117	Medium	NB	100_NB	NB_8539	8539	4	1	1
69	118	Medium	NB	100_NB	NB_7339	7339	1	1	1
70	119	Medium	NB	100_NB	NB_7339	7339	2	1	1
71	120	Medium	NB	100_NB	NB_7339	7339	3	1	1
72	121	Medium	NB	100_NB	NB_7339	7339	4	1	1
73	122	Medium	NB	100_NB	NB_PS	PS	1	1	1
74	123	Medium	NB	100_NB	NB_PS	PS	2	1	1
75	124	Medium	NB	100_NB	NB_PS	PS	3	1	1
76	125	Medium	NB	100_NB	NB_PS	PS	4	1	1
77	126	Medium	NB	100_NB	NB_0049	0049	1	1	1
78	127	Medium	NB	100_NB	NB_0049	0049	2	1	1
79	128	Medium	NB	100_NB	NB_0049	0049	3	1	1
80	129	Medium	NB	100_NB	NB_0049	0049	4	1	1
81	130	Medium	NB	100_NB	NB_9250	9250	1	1	1
82	131	Medium	NB	100_NB	NB_9250	9250	2	1	1
83	132	Medium	NB	100_NB	NB_9250	9250	3	1	1
84	133	Medium	NB	100_NB	NB_9250	9250	4	1	1
85	141	Medium	Syncom	100_SynCom	SynCom_7820	7820	1	1	1
86	142	Medium	Syncom	100_SynCom	SynCom_7820	7820	2	1	1
87	143	Medium	Syncom	100_SynCom	SynCom_7820	7820	3	1	1
88	144	Medium	Syncom	100_SynCom	SynCom_7820	7820	4	1	1
89	145	Medium	Syncom	100_SynCom	SynCom_9509	9509	1	1	1
90	146	Medium	Syncom	100_SynCom	SynCom_9509	9509	2	1	1
91	147	Medium	Syncom	100_SynCom	SynCom_9509	9509	3	1	1
92	148	Medium	Syncom	100_SynCom	SynCom_9509	9509	4	1	1
93	149	Medium	Syncom	100_SynCom	SynCom_8539	8539	1	1	1
94	150	Medium	Syncom	100_SynCom	SynCom_8539	8539	2	1	1
95	151	Medium	Syncom	100_SynCom	SynCom_8539	8539	3	1	1
96	152	Medium	Syncom	100_SynCom	SynCom_8539	8539	4	1	1
97	153	Medium	Syncom	100_SynCom	SynCom_7339	7339	1	1	1
98	154	Medium	Syncom	100_SynCom	SynCom_7339	7339	2	1	1
99	155	Medium	Syncom	100_SynCom	SynCom_7339	7339	3	1	1
100	156	Medium	Syncom	100_SynCom	SynCom_7339	7339	4	1	1
101	157	Medium	Syncom	100_SynCom	SynCom_PS	PS	1	1	1
102	158	Medium	Syncom	100_SynCom	SynCom_PS	PS	2	1	1
103	159	Medium	Syncom	100_SynCom	SynCom_PS	PS	3	1	1
104	160	Medium	Syncom	100_SynCom	SynCom_PS	PS	4	1	1
105	161	Medium	Syncom	100_SynCom	SynCom_0049	0049	1	1	1
106	162	Medium	Syncom	100_SynCom	SynCom_0049	0049	2	1	1
107	163	Medium	Syncom	100_SynCom	SynCom_0049	0049	3	1	1
108	164	Medium	Syncom	100_SynCom	SynCom_0049	0049	4	1	1
109	165	Medium	Syncom	100_SynCom	SynCom_9250	9250	1	1	1
110	166	Medium	Syncom	100_SynCom	SynCom_9250	9250	2	1	1
111	167	Medium	Syncom	100_SynCom	SynCom_9250	9250	3	1	1
112	168	Medium	Syncom	100_SynCom	SynCom_9250	9250	4	1	1
113	176	Low	NB	1000_NB	NB_7820	7820	1	1	1
114	177	Low	NB	1000_NB	NB_7820	7820	2	1	1
115	178	Low	NB	1000_NB	NB_7820	7820	3	1	1
116	179	Low	NB	1000_NB	NB_7820	7820	4	1	1
117	180	Low	NB	1000_NB	NB_9509	9509	1	1	1
118	181	Low	NB	1000_NB	NB_9509	9509	2	1	1
119	182	Low	NB	1000_NB	NB_9509	9509	3	1	1
120	183	Low	NB	1000_NB	NB_9509	9509	4	1	1
121	184	Low	NB	1000_NB	NB_8539	8539	1	1	1
122	185	Low	NB	1000_NB	NB_8539	8539	2	1	1
123	186	Low	NB	1000_NB	NB_8539	8539	3	1	1
124	187	Low	NB	1000_NB	NB_8539	8539	4	1	1
125	188	Low	NB	1000_NB	NB_7339	7339	1	1	1
126	189	Low	NB	1000_NB	NB_7339	7339	2	1	1
127	190	Low	NB	1000_NB	NB_7339	7339	3	1	1
128	191	Low	NB	1000_NB	NB_7339	7339	4	1	1
129	192	Low	NB	1000_NB	NB_PS	PS	1	1	1
130	193	Low	NB	1000_NB	NB_PS	PS	2	1	1
131	194	Low	NB	1000_NB	NB_PS	PS	3	1	1
132	195	Low	NB	1000_NB	NB_PS	PS	4	1	1
133	196	Low	NB	1000_NB	NB_0049	0049	1	1	1
134	197	Low	NB	1000_NB	NB_0049	0049	2	1	1
135	198	Low	NB	1000_NB	NB_0049	0049	3	1	1
136	199	Low	NB	1000_NB	NB_0049	0049	4	1	1
137	200	Low	NB	1000_NB	NB_9250	9250	1	1	1
138	201	Low	NB	1000_NB	NB_9250	9250	2	1	1
139	202	Low	NB	1000_NB	NB_9250	9250	3	1	1
140	203	Low	NB	1000_NB	NB_9250	9250	4	1	1
141	211	Low	Syncom	1000_SynCom	SynCom_7820	7820	1	1	1
142	212	Low	Syncom	1000_SynCom	SynCom_7820	7820	2	1	1
143	213	Low	Syncom	1000_SynCom	SynCom_7820	7820	3	1	1
144	214	Low	Syncom	1000_SynCom	SynCom_7820	7820	4	1	1
145	215	Low	Syncom	1000_SynCom	SynCom_9509	9509	1	1	1
146	216	Low	Syncom	1000_SynCom	SynCom_9509	9509	2	1	1
147	217	Low	Syncom	1000_SynCom	SynCom_9509	9509	3	1	1
148	218	Low	Syncom	1000_SynCom	SynCom_9509	9509	4	1	1
149	219	Low	Syncom	1000_SynCom	SynCom_8539	8539	1	1	1
150	220	Low	Syncom	1000_SynCom	SynCom_8539	8539	2	1	1
151	221	Low	Syncom	1000_SynCom	SynCom_8539	8539	3	1	1
152	222	Low	Syncom	1000_SynCom	SynCom_8539	8539	4	1	1
153	223	Low	Syncom	1000_SynCom	SynCom_7339	7339	1	1	1
154	224	Low	Syncom	1000_SynCom	SynCom_7339	7339	2	1	1
155	225	Low	Syncom	1000_SynCom	SynCom_7339	7339	3	1	1
156	226	Low	Syncom	1000_SynCom	SynCom_7339	7339	4	1	1
157	227	Low	Syncom	1000_SynCom	SynCom_PS	PS	1	1	1
158	228	Low	Syncom	1000_SynCom	SynCom_PS	PS	2	1	1
159	229	Low	Syncom	1000_SynCom	SynCom_PS	PS	3	1	1
160	230	Low	Syncom	1000_SynCom	SynCom_PS	PS	4	1	1
161	231	Low	Syncom	1000_SynCom	SynCom_0049	0049	1	1	1
162	232	Low	Syncom	1000_SynCom	SynCom_0049	0049	2	1	1
163	233	Low	Syncom	1000_SynCom	SynCom_0049	0049	3	1	1
164	234	Low	Syncom	1000_SynCom	SynCom_0049	0049	4	1	1
165	235	Low	Syncom	1000_SynCom	SynCom_9250	9250	1	1	1
166	236	Low	Syncom	1000_SynCom	SynCom_9250	9250	2	1	1
167	237	Low	Syncom	1000_SynCom	SynCom_9250	9250	3	1	1
168	238	Low	Syncom	1000_SynCom	SynCom_9250	9250	4	1	1
169	1	High	NB	High_NB	NB_7820	7820	1	3	1.691222186
170	2	High	NB	High_NB	NB_7820	7820	2	3	1.358215041
171	3	High	NB	High_NB	NB_7820	7820	3	3	1.902476977
172	4	High	NB	High_NB	NB_7820	7820	4	3	1.621964476
173	5	High	NB	High_NB	NB_9509	9509	1	3	2.159098793
174	6	High	NB	High_NB	NB_9509	9509	2	3	1.164477175
175	7	High	NB	High_NB	NB_9509	9509	3	3	1.302664998
176	8	High	NB	High_NB	NB_9509	9509	4	3	1.456465214
177	9	High	NB	High_NB	NB_8539	8539	1	3	1.960975463
178	10	High	NB	High_NB	NB_8539	8539	2	3	1.416173737
179	11	High	NB	High_NB	NB_8539	8539	3	3	1.824020371
180	12	High	NB	High_NB	NB_8539	8539	4	3	1.759397701
181	13	High	NB	High_NB	NB_7339	7339	1	3	1.359408419
182	14	High	NB	High_NB	NB_7339	7339	2	3	1.089769292
183	15	High	NB	High_NB	NB_7339	7339	3	3	1.065663209
184	16	High	NB	High_NB	NB_7339	7339	4	3	1.204792635
185	17	High	NB	High_NB	NB_PS	PS	1	3	1.398893873
186	18	High	NB	High_NB	NB_PS	PS	2	3	1.313011471
187	19	High	NB	High_NB	NB_PS	PS	3	3	1.157385886
188	20	High	NB	High_NB	NB_PS	PS	4	3	1.466217087
189	21	High	NB	High_NB	NB_0049	0049	1	3	1.788900979
190	22	High	NB	High_NB	NB_0049	0049	2	3	1.588032032
191	23	High	NB	High_NB	NB_0049	0049	3	3	1.893539496
192	24	High	NB	High_NB	NB_0049	0049	4	3	1.666677133
193	25	High	NB	High_NB	NB_9250	9250	1	3	2.047070675
194	26	High	NB	High_NB	NB_9250	9250	2	3	1.442106602
195	27	High	NB	High_NB	NB_9250	9250	3	3	1.277347991
196	28	High	NB	High_NB	NB_9250	9250	4	3	1.991776106
197	36	High	Syncom	High_SynCom	SynCom_7820	7820	1	3	1.462472977
198	37	High	Syncom	High_SynCom	SynCom_7820	7820	2	3	1.235278361
199	38	High	Syncom	High_SynCom	SynCom_7820	7820	3	3	1.466884265
200	39	High	Syncom	High_SynCom	SynCom_7820	7820	4	3	1.472020363
201	40	High	Syncom	High_SynCom	SynCom_9509	9509	1	3	1.544358676
202	41	High	Syncom	High_SynCom	SynCom_9509	9509	2	3	1.416364943
203	42	High	Syncom	High_SynCom	SynCom_9509	9509	3	3	1.354204824
204	43	High	Syncom	High_SynCom	SynCom_9509	9509	4	3	1.337458067
205	44	High	Syncom	High_SynCom	SynCom_8539	8539	1	3	1.697153025
206	45	High	Syncom	High_SynCom	SynCom_8539	8539	2	3	1.945267109
207	46	High	Syncom	High_SynCom	SynCom_8539	8539	3	3	1.233250157
208	47	High	Syncom	High_SynCom	SynCom_8539	8539	4	3	1.487480573
209	48	High	Syncom	High_SynCom	SynCom_7339	7339	1	3	1.905265059
210	49	High	Syncom	High_SynCom	SynCom_7339	7339	2	3	1.694728256
211	50	High	Syncom	High_SynCom	SynCom_7339	7339	3	3	1.602183323
212	51	High	Syncom	High_SynCom	SynCom_7339	7339	4	3	2.994169096
213	52	High	Syncom	High_SynCom	SynCom_PS	PS	1	3	1.278293124
214	53	High	Syncom	High_SynCom	SynCom_PS	PS	2	3	1.30476927
215	54	High	Syncom	High_SynCom	SynCom_PS	PS	3	3	1.233978837
216	55	High	Syncom	High_SynCom	SynCom_PS	PS	4	3	1.151297091
217	56	High	Syncom	High_SynCom	SynCom_0049	0049	1	3	1.383108568
218	57	High	Syncom	High_SynCom	SynCom_0049	0049	2	3	1.544829373
219	58	High	Syncom	High_SynCom	SynCom_0049	0049	3	3	1.488407354
220	59	High	Syncom	High_SynCom	SynCom_0049	0049	4	3	1.466089288
221	60	High	Syncom	High_SynCom	SynCom_9250	9250	1	3	1.018634918
222	61	High	Syncom	High_SynCom	SynCom_9250	9250	2	3	1.82652483
223	62	High	Syncom	High_SynCom	SynCom_9250	9250	3	3	1.658741184
224	63	High	Syncom	High_SynCom	SynCom_9250	9250	4	3	1.542991396
225	106	Medium	NB	100_NB	NB_7820	7820	1	3	1.478150069
226	107	Medium	NB	100_NB	NB_7820	7820	2	3	1.080785881
227	108	Medium	NB	100_NB	NB_7820	7820	3	3	1.590566285
228	109	Medium	NB	100_NB	NB_7820	7820	4	3	1.340593174
229	110	Medium	NB	100_NB	NB_9509	9509	1	3	1.295237385
230	111	Medium	NB	100_NB	NB_9509	9509	2	3	1.438498242
231	112	Medium	NB	100_NB	NB_9509	9509	3	3	1.277585257
232	113	Medium	NB	100_NB	NB_9509	9509	4	3	1.437971953
233	114	Medium	NB	100_NB	NB_8539	8539	1	3	1.021195903
234	115	Medium	NB	100_NB	NB_8539	8539	2	3	1.617791577
235	116	Medium	NB	100_NB	NB_8539	8539	3	3	1.703034894
236	117	Medium	NB	100_NB	NB_8539	8539	4	3	2.626212462
237	118	Medium	NB	100_NB	NB_7339	7339	1	3	1.423841231
238	119	Medium	NB	100_NB	NB_7339	7339	2	3	2.496781388
239	120	Medium	NB	100_NB	NB_7339	7339	3	3	1.572247102
240	121	Medium	NB	100_NB	NB_7339	7339	4	3	2.414229804
241	122	Medium	NB	100_NB	NB_PS	PS	1	3	1.144367021
242	123	Medium	NB	100_NB	NB_PS	PS	2	3	1.262095434
243	124	Medium	NB	100_NB	NB_PS	PS	3	3	1.108803082
244	125	Medium	NB	100_NB	NB_PS	PS	4	3	1.221937315
245	126	Medium	NB	100_NB	NB_0049	0049	1	3	1.963225589
246	127	Medium	NB	100_NB	NB_0049	0049	2	3	1.302054495
247	128	Medium	NB	100_NB	NB_0049	0049	3	3	1.905395738
248	129	Medium	NB	100_NB	NB_0049	0049	4	3	1.570954067
249	130	Medium	NB	100_NB	NB_9250	9250	1	3	1.752020516
250	131	Medium	NB	100_NB	NB_9250	9250	2	3	1.815842079
251	132	Medium	NB	100_NB	NB_9250	9250	3	3	1.461129716
252	133	Medium	NB	100_NB	NB_9250	9250	4	3	1.769162103
253	141	Medium	Syncom	100_SynCom	SynCom_7820	7820	1	3	1.603662791
254	142	Medium	Syncom	100_SynCom	SynCom_7820	7820	2	3	1.821723719
255	143	Medium	Syncom	100_SynCom	SynCom_7820	7820	3	3	2.195106784
256	144	Medium	Syncom	100_SynCom	SynCom_7820	7820	4	3	2.109173507
257	145	Medium	Syncom	100_SynCom	SynCom_9509	9509	1	3	1.312113509
258	146	Medium	Syncom	100_SynCom	SynCom_9509	9509	2	3	1.461111433
259	147	Medium	Syncom	100_SynCom	SynCom_9509	9509	3	3	1.409666182
260	148	Medium	Syncom	100_SynCom	SynCom_9509	9509	4	3	1.98550744
261	149	Medium	Syncom	100_SynCom	SynCom_8539	8539	1	3	1.762890478
262	150	Medium	Syncom	100_SynCom	SynCom_8539	8539	2	3	1.89329441
263	151	Medium	Syncom	100_SynCom	SynCom_8539	8539	3	3	1.301356774
264	152	Medium	Syncom	100_SynCom	SynCom_8539	8539	4	3	1.24261913
265	153	Medium	Syncom	100_SynCom	SynCom_7339	7339	1	3	1.808519062
266	154	Medium	Syncom	100_SynCom	SynCom_7339	7339	2	3	1.939362529
267	155	Medium	Syncom	100_SynCom	SynCom_7339	7339	3	3	1.453100729
268	156	Medium	Syncom	100_SynCom	SynCom_7339	7339	4	3	1.389625534
269	157	Medium	Syncom	100_SynCom	SynCom_PS	PS	1	3	1.336161221
270	158	Medium	Syncom	100_SynCom	SynCom_PS	PS	2	3	1.230250328
271	159	Medium	Syncom	100_SynCom	SynCom_PS	PS	3	3	1.08170668
272	160	Medium	Syncom	100_SynCom	SynCom_PS	PS	4	3	1.250590194
273	161	Medium	Syncom	100_SynCom	SynCom_0049	0049	1	3	1.752860136
274	162	Medium	Syncom	100_SynCom	SynCom_0049	0049	2	3	1.731813336
275	163	Medium	Syncom	100_SynCom	SynCom_0049	0049	3	3	1.683462684
276	164	Medium	Syncom	100_SynCom	SynCom_0049	0049	4	3	1.986299384
277	165	Medium	Syncom	100_SynCom	SynCom_9250	9250	1	3	2.002828967
278	166	Medium	Syncom	100_SynCom	SynCom_9250	9250	2	3	1.611950419
279	167	Medium	Syncom	100_SynCom	SynCom_9250	9250	3	3	2.360648181
280	168	Medium	Syncom	100_SynCom	SynCom_9250	9250	4	3	1.033488489
281	176	Low	NB	1000_NB	NB_7820	7820	1	3	1.605295115
282	177	Low	NB	1000_NB	NB_7820	7820	2	3	1.527117611
283	178	Low	NB	1000_NB	NB_7820	7820	3	3	1.752022742
284	179	Low	NB	1000_NB	NB_7820	7820	4	3	1.60837567
285	180	Low	NB	1000_NB	NB_9509	9509	1	3	1.750243059
286	181	Low	NB	1000_NB	NB_9509	9509	2	3	1.213204638
287	182	Low	NB	1000_NB	NB_9509	9509	3	3	1.210339224
288	183	Low	NB	1000_NB	NB_9509	9509	4	3	1.677794351
289	184	Low	NB	1000_NB	NB_8539	8539	1	3	1.675674919
290	185	Low	NB	1000_NB	NB_8539	8539	2	3	1.751397059
291	186	Low	NB	1000_NB	NB_8539	8539	3	3	1.833060984
292	187	Low	NB	1000_NB	NB_8539	8539	4	3	1.383518602
293	188	Low	NB	1000_NB	NB_7339	7339	1	3	1.712526291
294	189	Low	NB	1000_NB	NB_7339	7339	2	3	1.772769313
295	190	Low	NB	1000_NB	NB_7339	7339	3	3	1.614647698
296	191	Low	NB	1000_NB	NB_7339	7339	4	3	2.029929253
297	192	Low	NB	1000_NB	NB_PS	PS	1	3	0.851066386
298	193	Low	NB	1000_NB	NB_PS	PS	2	3	1.265065196
299	194	Low	NB	1000_NB	NB_PS	PS	3	3	1.188782646
300	195	Low	NB	1000_NB	NB_PS	PS	4	3	1.279593089
301	196	Low	NB	1000_NB	NB_0049	0049	1	3	1.500545415
302	197	Low	NB	1000_NB	NB_0049	0049	2	3	1.524399551
303	198	Low	NB	1000_NB	NB_0049	0049	3	3	1.107457805
304	199	Low	NB	1000_NB	NB_0049	0049	4	3	1.455380496
305	200	Low	NB	1000_NB	NB_9250	9250	1	3	1.85729955
306	201	Low	NB	1000_NB	NB_9250	9250	2	3	1.352845073
307	202	Low	NB	1000_NB	NB_9250	9250	3	3	1.28150399
308	203	Low	NB	1000_NB	NB_9250	9250	4	3	1.450645134
309	211	Low	Syncom	1000_SynCom	SynCom_7820	7820	1	3	1.126594866
310	212	Low	Syncom	1000_SynCom	SynCom_7820	7820	2	3	1.402180812
311	213	Low	Syncom	1000_SynCom	SynCom_7820	7820	3	3	1.825864536
312	214	Low	Syncom	1000_SynCom	SynCom_7820	7820	4	3	1.349649176
313	215	Low	Syncom	1000_SynCom	SynCom_9509	9509	1	3	1.206614195
314	216	Low	Syncom	1000_SynCom	SynCom_9509	9509	2	3	1.395828533
315	217	Low	Syncom	1000_SynCom	SynCom_9509	9509	3	3	1.233365415
