"Experiment" "Time" "Plate" "nr" "Sample" "Microbe" "Compound" "Compound2" "Value" "Relative"
"31151" 2 "T1" "P11" 56 "X56" "P69" "Control" "Control" 0.511 1.231325301
"31152" 2 "T1" "P12" 56 "X56" "P69" "Control" "Control" 0.647 1.174228675
"31153" 2 "T1" "P13" 56 "X56" "P117" "Control" "Control" 0.51 1.130820399
"31154" 2 "T1" "P14" 56 "X56" "P117" "Control" "Control" 0.538 0.974637681
"31155" 2 "T1" "P15" 56 "X56" "P117" "Control" "Control" 0.511 0.924050633
"31156" 2 "T1" "P16" 56 "X56" "P148" "Control" "Control" 0.476 0.926070039
"31157" 2 "T1" "P17" 56 "X56" "P148" "Control" "Control" 0.483 0.907894737
"31158" 2 "T1" "P18" 56 "X56" "P148" "Control" "Control" 0.74 1.094674556
"31159" 2 "T2" "P1" 56 "X56" "A100" "Control" "Control" 0.513 0.979007634
"31160" 2 "T2" "P2" 56 "X56" "A100" "Control" "Control" 0.458 0.843462247
"31161" 2 "T2" "P3" 56 "X56" "A100" "Control" "Control" 0.462 0.861940299
"31162" 2 "T2" "P4" 56 "X56" "A341A" "Control" "Control" 0.275 1.029962547
"31163" 2 "T2" "P5" 56 "X56" "A341A" "Control" "Control" 0.338 1.157534247
"31164" 2 "T2" "P6" 56 "X56" "A341A" "Control" "Control" 0.549 1.188311688
"31165" 2 "T2" "P7" 56 "X56" "A170B" "Control" "Control" 0.428 0.963963964
"31166" 2 "T2" "P8" 56 "X56" "A170B" "Control" "Control" 0.408 0.869936034
"31167" 2 "T2" "P9" 56 "X56" "A170B" "Control" "Control" 0.523 0.797256098
"31168" 2 "T2" "P10" 56 "X56" "P69" "Control" "Control" 0.354 0.799097065
"31169" 2 "T2" "P11" 56 "X56" "P69" "Control" "Control" 0.413 0.995180723
"31170" 2 "T2" "P12" 56 "X56" "P69" "Control" "Control" 0.585 1.061705989
"31171" 2 "T2" "P13" 56 "X56" "P117" "Control" "Control" 0.467 1.035476718
"31172" 2 "T2" "P14" 56 "X56" "P117" "Control" "Control" 0.515 0.932971014
"31173" 2 "T2" "P15" 56 "X56" "P117" "Control" "Control" 0.496 0.896925859
"31174" 2 "T2" "P16" 56 "X56" "P148" "Control" "Control" 0.494 0.961089494
"31175" 2 "T2" "P17" 56 "X56" "P148" "Control" "Control" 0.458 0.860902256
"31176" 2 "T2" "P18" 56 "X56" "P148" "Control" "Control" 0.737 1.090236686
"31177" 2 "T3" "P1" 56 "X56" "A100" "Control" "Control" 0.476 0.908396947
"31178" 2 "T3" "P2" 56 "X56" "A100" "Control" "Control" NA NA
"31179" 2 "T3" "P3" 56 "X56" "A100" "Control" "Control" 0.455 0.848880597
"31180" 2 "T3" "P4" 56 "X56" "A341A" "Control" "Control" 0.287 1.074906367
"31181" 2 "T3" "P5" 56 "X56" "A341A" "Control" "Control" 0.292 1
"31182" 2 "T3" "P6" 56 "X56" "A341A" "Control" "Control" 0.383 0.829004329
"31183" 2 "T3" "P7" 56 "X56" "A170B" "Control" "Control" 0.384 0.864864865
"31184" 2 "T3" "P8" 56 "X56" "A170B" "Control" "Control" 0.386 0.823027719
"31185" 2 "T3" "P9" 56 "X56" "A170B" "Control" "Control" 0.503 0.766768293
"31186" 2 "T3" "P10" 56 "X56" "P69" "Control" "Control" 0.343 0.774266366
"31187" 2 "T3" "P11" 56 "X56" "P69" "Control" "Control" 0.394 0.94939759
"31188" 2 "T3" "P12" 56 "X56" "P69" "Control" "Control" 0.584 1.059891107
"31189" 2 "T3" "P13" 56 "X56" "P117" "Control" "Control" 0.459 1.017738359
"31190" 2 "T3" "P14" 56 "X56" "P117" "Control" "Control" 0.507 0.918478261
"31191" 2 "T3" "P15" 56 "X56" "P117" "Control" "Control" 0.487 0.880650995
"31192" 2 "T3" "P16" 56 "X56" "P148" "Control" "Control" 0.537 1.044747082
"31193" 2 "T3" "P17" 56 "X56" "P148" "Control" "Control" 0.445 0.836466165
"31194" 2 "T3" "P18" 56 "X56" "P148" "Control" "Control" 0.678 1.00295858
"31195" 2 "T4" "P1" 56 "X56" "A100" "Control" "Control" 0.464 0.885496183
"31196" 2 "T4" "P2" 56 "X56" "A100" "Control" "Control" NA NA
"31197" 2 "T4" "P3" 56 "X56" "A100" "Control" "Control" 0.423 0.789179104
"31198" 2 "T4" "P4" 56 "X56" "A341A" "Control" "Control" 0.289 1.082397004
"31199" 2 "T4" "P5" 56 "X56" "A341A" "Control" "Control" 0.305 1.044520548
"31200" 2 "T4" "P6" 56 "X56" "A341A" "Control" "Control" 0.515 1.114718615
"31201" 2 "T4" "P7" 56 "X56" "A170B" "Control" "Control" 0.379 0.853603604
"31202" 2 "T4" "P8" 56 "X56" "A170B" "Control" "Control" 0.376 0.801705757
"31203" 2 "T4" "P9" 56 "X56" "A170B" "Control" "Control" 0.479 0.730182927
"31204" 2 "T4" "P10" 56 "X56" "P69" "Control" "Control" 0.33 0.744920993
"31205" 2 "T4" "P11" 56 "X56" "P69" "Control" "Control" 0.385 0.927710843
"31206" 2 "T4" "P12" 56 "X56" "P69" "Control" "Control" 0.6 1.08892922
"31207" 2 "T4" "P13" 56 "X56" "P117" "Control" "Control" 0.453 1.00443459
"31208" 2 "T4" "P14" 56 "X56" "P117" "Control" "Control" 0.503 0.911231884
"31209" 2 "T4" "P15" 56 "X56" "P117" "Control" "Control" 0.478 0.86437613
"31210" 2 "T4" "P16" 56 "X56" "P148" "Control" "Control" 0.512 0.996108949
"31211" 2 "T4" "P17" 56 "X56" "P148" "Control" "Control" 0.435 0.817669173
"31212" 2 "T4" "P18" 56 "X56" "P148" "Control" "Control" 0.662 0.979289941
"31213" 2 "T5" "P1" 56 "X56" "A100" "Control" "Control" 0.454 0.866412214
"31214" 2 "T5" "P2" 56 "X56" "A100" "Control" "Control" 0.42 0.773480663
"31215" 2 "T5" "P3" 56 "X56" "A100" "Control" "Control" 0.423 0.789179104
"31216" 2 "T5" "P4" 56 "X56" "A341A" "Control" "Control" 0.309 1.157303371
"31217" 2 "T5" "P5" 56 "X56" "A341A" "Control" "Control" 0.315 1.078767123
"31218" 2 "T5" "P6" 56 "X56" "A341A" "Control" "Control" 0.342 0.74025974
"31219" 2 "T5" "P7" 56 "X56" "A170B" "Control" "Control" 0.372 0.837837838
"31220" 2 "T5" "P8" 56 "X56" "A170B" "Control" "Control" 0.361 0.769722814
"31221" 2 "T5" "P9" 56 "X56" "A170B" "Control" "Control" 0.452 0.68902439
"31222" 2 "T5" "P10" 56 "X56" "P69" "Control" "Control" 0.332 0.749435666
"31223" 2 "T5" "P11" 56 "X56" "P69" "Control" "Control" 0.359 0.865060241
"31224" 2 "T5" "P12" 56 "X56" "P69" "Control" "Control" 0.647 1.174228675
"31225" 2 "T5" "P13" 56 "X56" "P117" "Control" "Control" 0.455 1.00886918
"31226" 2 "T5" "P14" 56 "X56" "P117" "Control" "Control" 0.502 0.90942029
"31227" 2 "T5" "P15" 56 "X56" "P117" "Control" "Control" 0.48 0.867992767
"31228" 2 "T5" "P16" 56 "X56" "P148" "Control" "Control" 0.475 0.924124514
"31229" 2 "T5" "P17" 56 "X56" "P148" "Control" "Control" 0.421 0.791353383
"31230" 2 "T5" "P18" 56 "X56" "P148" "Control" "Control" 0.607 0.897928994
"31231" 2 "T6" "P1" 56 "X56" "A100" "Control" "Control" 0.449 0.856870229
"31232" 2 "T6" "P2" 56 "X56" "A100" "Control" "Control" 0.42 0.773480663
"31233" 2 "T6" "P3" 56 "X56" "A100" "Control" "Control" 0.419 0.781716418
"31234" 2 "T6" "P4" 56 "X56" "A341A" "Control" "Control" 0.32 1.198501873
"31235" 2 "T6" "P5" 56 "X56" "A341A" "Control" "Control" 0.321 1.099315068
"31236" 2 "T6" "P6" 56 "X56" "A341A" "Control" "Control" 0.369 0.798701299
"31237" 2 "T6" "P7" 56 "X56" "A170B" "Control" "Control" 0.368 0.828828829
"31238" 2 "T6" "P8" 56 "X56" "A170B" "Control" "Control" 0.38 0.810234542
"31239" 2 "T6" "P9" 56 "X56" "A170B" "Control" "Control" 0.464 0.707317073
"31240" 2 "T6" "P10" 56 "X56" "P69" "Control" "Control" 0.347 0.783295711
"31241" 2 "T6" "P11" 56 "X56" "P69" "Control" "Control" 0.333 0.802409639
"31242" 2 "T6" "P12" 56 "X56" "P69" "Control" "Control" 0.639 1.159709619
"31243" 2 "T6" "P13" 56 "X56" "P117" "Control" "Control" 0.443 0.982261641
"31244" 2 "T6" "P14" 56 "X56" "P117" "Control" "Control" 0.493 0.893115942
"31245" 2 "T6" "P15" 56 "X56" "P117" "Control" "Control" 0.493 0.891500904
"31246" 2 "T6" "P16" 56 "X56" "P148" "Control" "Control" 0.476 0.926070039
"31247" 2 "T6" "P17" 56 "X56" "P148" "Control" "Control" 0.443 0.832706767
"31248" 2 "T6" "P18" 56 "X56" "P148" "Control" "Control" 0.409 0.605029586
"31249" 2 "T0" "P1" 57 "X57" "A91" "C5" "Compound" 0.53 1
"31250" 2 "T0" "P2" 57 "X57" "A91" "C5" "Compound" 0.567 1
"31251" 2 "T0" "P3" 57 "X57" "A91" "C5" "Compound" 0.49 1
"31252" 2 "T0" "P4" 57 "X57" "A289" "C5" "Compound" 0.266 1
"31253" 2 "T0" "P5" 57 "X57" "A289" "C5" "Compound" 0.289 1
"31254" 2 "T0" "P6" 57 "X57" "A289" "C5" "Compound" 0.466 1
"31255" 2 "T0" "P7" 57 "X57" "A159" "C5" "Compound" 0.416 1
"31256" 2 "T0" "P8" 57 "X57" "A159" "C5" "Compound" 0.387 1
"31257" 2 "T0" "P9" 57 "X57" "A159" "C5" "Compound" 0.692 1
"31258" 2 "T0" "P10" 57 "X57" "P59" "C5" "Compound" 0.414 1
"31259" 2 "T0" "P11" 57 "X57" "P59" "C5" "Compound" 0.411 1
"31260" 2 "T0" "P12" 57 "X57" "P59" "C5" "Compound" 0.815 1
"31261" 2 "T0" "P13" 57 "X57" "P145A" "C5" "Compound" 0.435 1
"31262" 2 "T0" "P14" 57 "X57" "P145A" "C5" "Compound" 0.541 1
"31263" 2 "T0" "P15" 57 "X57" "P145A" "C5" "Compound" 0.678 1
"31264" 2 "T0" "P16" 57 "X57" "P141" "C5" "Compound" 0.503 1
"31265" 2 "T0" "P17" 57 "X57" "P141" "C5" "Compound" 0.459 1
"31266" 2 "T0" "P18" 57 "X57" "P141" "C5" "Compound" 0.745 1
"31267" 2 "T1" "P1" 57 "X57" "A91" "C5" "Compound" 0.595 1.122641509
"31268" 2 "T1" "P2" 57 "X57" "A91" "C5" "Compound" 0.563 0.992945326
"31269" 2 "T1" "P3" 57 "X57" "A91" "C5" "Compound" 0.54 1.102040816
"31270" 2 "T1" "P4" 57 "X57" "A289" "C5" "Compound" 0.313 1.176691729
"31271" 2 "T1" "P5" 57 "X57" "A289" "C5" "Compound" 0.444 1.53633218
"31272" 2 "T1" "P6" 57 "X57" "A289" "C5" "Compound" 0.463 0.993562232
"31273" 2 "T1" "P7" 57 "X57" "A159" "C5" "Compound" 0.478 1.149038462
"31274" 2 "T1" "P8" 57 "X57" "A159" "C5" "Compound" 0.43 1.111111111
"31275" 2 "T1" "P9" 57 "X57" "A159" "C5" "Compound" 0.509 0.735549133
"31276" 2 "T1" "P10" 57 "X57" "P59" "C5" "Compound" 0.4 0.966183575
"31277" 2 "T1" "P11" 57 "X57" "P59" "C5" "Compound" 0.494 1.201946472
"31278" 2 "T1" "P12" 57 "X57" "P59" "C5" "Compound" 0.919 1.127607362
"31279" 2 "T1" "P13" 57 "X57" "P145A" "C5" "Compound" 0.493 1.133333333
"31280" 2 "T1" "P14" 57 "X57" "P145A" "C5" "Compound" 0.505 0.933456562
"31281" 2 "T1" "P15" 57 "X57" "P145A" "C5" "Compound" 0.689 1.016224189
"31282" 2 "T1" "P16" 57 "X57" "P141" "C5" "Compound" 0.486 0.966202783
"31283" 2 "T1" "P17" 57 "X57" "P141" "C5" "Compound" 0.478 1.041394336
"31284" 2 "T1" "P18" 57 "X57" "P141" "C5" "Compound" 0.736 0.987919463
"31285" 2 "T2" "P1" 57 "X57" "A91" "C5" "Compound" 0.5 0.943396226
"31286" 2 "T2" "P2" 57 "X57" "A91" "C5" "Compound" 0.472 0.832451499
"31287" 2 "T2" "P3" 57 "X57" "A91" "C5" "Compound" 0.461 0.940816327
"31288" 2 "T2" "P4" 57 "X57" "A289" "C5" "Compound" 0.271 1.018796992
"31289" 2 "T2" "P5" 57 "X57" "A289" "C5" "Compound" 0.335 1.15916955
"31290" 2 "T2" "P6" 57 "X57" "A289" "C5" "Compound" 0.586 1.25751073
"31291" 2 "T2" "P7" 57 "X57" "A159" "C5" "Compound" 0.39 0.9375
"31292" 2 "T2" "P8" 57 "X57" "A159" "C5" "Compound" 0.379 0.979328165
"31293" 2 "T2" "P9" 57 "X57" "A159" "C5" "Compound" 0.436 0.630057803
"31294" 2 "T2" "P10" 57 "X57" "P59" "C5" "Compound" 0.358 0.8647343
"31295" 2 "T2" "P11" 57 "X57" "P59" "C5" "Compound" 0.402 0.97810219
"31296" 2 "T2" "P12" 57 "X57" "P59" "C5" "Compound" 0.871 1.068711656
"31297" 2 "T2" "P13" 57 "X57" "P145A" "C5" "Compound" 0.412 0.947126437
"31298" 2 "T2" "P14" 57 "X57" "P145A" "C5" "Compound" 0.48 0.887245841
"31299" 2 "T2" "P15" 57 "X57" "P145A" "C5" "Compound" 0.635 0.936578171
"31300" 2 "T2" "P16" 57 "X57" "P141" "C5" "Compound" 0.456 0.906560636
"31301" 2 "T2" "P17" 57 "X57" "P141" "C5" "Compound" 0.45 0.980392157
"31302" 2 "T2" "P18" 57 "X57" "P141" "C5" "Compound" 0.677 0.908724832
"31303" 2 "T3" "P1" 57 "X57" "A91" "C5" "Compound" 0.472 0.890566038
"31304" 2 "T3" "P2" 57 "X57" "A91" "C5" "Compound" NA NA
"31305" 2 "T3" "P3" 57 "X57" "A91" "C5" "Compound" 0.451 0.920408163
"31306" 2 "T3" "P4" 57 "X57" "A289" "C5" "Compound" 0.284 1.067669173
"31307" 2 "T3" "P5" 57 "X57" "A289" "C5" "Compound" 0.284 0.982698962
"31308" 2 "T3" "P6" 57 "X57" "A289" "C5" "Compound" 0.383 0.821888412
"31309" 2 "T3" "P7" 57 "X57" "A159" "C5" "Compound" 0.362 0.870192308
"31310" 2 "T3" "P8" 57 "X57" "A159" "C5" "Compound" 0.364 0.940568475
"31311" 2 "T3" "P9" 57 "X57" "A159" "C5" "Compound" 0.42 0.606936416
"31312" 2 "T3" "P10" 57 "X57" "P59" "C5" "Compound" 0.347 0.838164251
"31313" 2 "T3" "P11" 57 "X57" "P59" "C5" "Compound" 0.387 0.941605839
"31314" 2 "T3" "P12" 57 "X57" "P59" "C5" "Compound" 0.847 1.039263804
"31315" 2 "T3" "P13" 57 "X57" "P145A" "C5" "Compound" 0.412 0.947126437
"31316" 2 "T3" "P14" 57 "X57" "P145A" "C5" "Compound" 0.477 0.881700555
"31317" 2 "T3" "P15" 57 "X57" "P145A" "C5" "Compound" 0.62 0.914454277
"31318" 2 "T3" "P16" 57 "X57" "P141" "C5" "Compound" 0.443 0.880715706
"31319" 2 "T3" "P17" 57 "X57" "P141" "C5" "Compound" 0.44 0.958605664
"31320" 2 "T3" "P18" 57 "X57" "P141" "C5" "Compound" 0.652 0.875167785
"31321" 2 "T4" "P1" 57 "X57" "A91" "C5" "Compound" 0.447 0.843396226
"31322" 2 "T4" "P2" 57 "X57" "A91" "C5" "Compound" NA NA
"31323" 2 "T4" "P3" 57 "X57" "A91" "C5" "Compound" 0.415 0.846938776
"31324" 2 "T4" "P4" 57 "X57" "A289" "C5" "Compound" 0.299 1.12406015
"31325" 2 "T4" "P5" 57 "X57" "A289" "C5" "Compound" 0.289 1
"31326" 2 "T4" "P6" 57 "X57" "A289" "C5" "Compound" 0.558 1.197424893
"31327" 2 "T4" "P7" 57 "X57" "A159" "C5" "Compound" 0.352 0.846153846
"31328" 2 "T4" "P8" 57 "X57" "A159" "C5" "Compound" 0.358 0.925064599
"31329" 2 "T4" "P9" 57 "X57" "A159" "C5" "Compound" 0.391 0.565028902
"31330" 2 "T4" "P10" 57 "X57" "P59" "C5" "Compound" 0.332 0.801932367
"31331" 2 "T4" "P11" 57 "X57" "P59" "C5" "Compound" 0.341 0.829683698
"31332" 2 "T4" "P12" 57 "X57" "P59" "C5" "Compound" 0.871 1.068711656
"31333" 2 "T4" "P13" 57 "X57" "P145A" "C5" "Compound" 0.411 0.944827586
"31334" 2 "T4" "P14" 57 "X57" "P145A" "C5" "Compound" 0.462 0.853974122
"31335" 2 "T4" "P15" 57 "X57" "P145A" "C5" "Compound" 0.612 0.902654867
"31336" 2 "T4" "P16" 57 "X57" "P141" "C5" "Compound" 0.424 0.842942346
"31337" 2 "T4" "P17" 57 "X57" "P141" "C5" "Compound" 0.427 0.930283224
"31338" 2 "T4" "P18" 57 "X57" "P141" "C5" "Compound" 0.624 0.837583893
"31339" 2 "T5" "P1" 57 "X57" "A91" "C5" "Compound" 0.443 0.835849057
"31340" 2 "T5" "P2" 57 "X57" "A91" "C5" "Compound" 0.447 0.788359788
"31341" 2 "T5" "P3" 57 "X57" "A91" "C5" "Compound" 0.418 0.853061224
"31342" 2 "T5" "P4" 57 "X57" "A289" "C5" "Compound" 0.317 1.191729323
"31343" 2 "T5" "P5" 57 "X57" "A289" "C5" "Compound" 0.308 1.065743945
"31344" 2 "T5" "P6" 57 "X57" "A289" "C5" "Compound" 0.34 0.729613734
"31345" 2 "T5" "P7" 57 "X57" "A159" "C5" "Compound" 0.34 0.817307692
"31346" 2 "T5" "P8" 57 "X57" "A159" "C5" "Compound" 0.393 1.015503876
"31347" 2 "T5" "P9" 57 "X57" "A159" "C5" "Compound" 0.411 0.593930636
"31348" 2 "T5" "P10" 57 "X57" "P59" "C5" "Compound" 0.352 0.850241546
"31349" 2 "T5" "P11" 57 "X57" "P59" "C5" "Compound" 0.327 0.795620438
"31350" 2 "T5" "P12" 57 "X57" "P59" "C5" "Compound" 0.896 1.099386503
"31351" 2 "T5" "P13" 57 "X57" "P145A" "C5" "Compound" 0.404 0.928735632
"31352" 2 "T5" "P14" 57 "X57" "P145A" "C5" "Compound" 0.462 0.853974122
"31353" 2 "T5" "P15" 57 "X57" "P145A" "C5" "Compound" 0.605 0.892330383
"31354" 2 "T5" "P16" 57 "X57" "P141" "C5" "Compound" 0.407 0.809145129
"31355" 2 "T5" "P17" 57 "X57" "P141" "C5" "Compound" 0.41 0.893246187
"31356" 2 "T5" "P18" 57 "X57" "P141" "C5" "Compound" 0.592 0.794630872
"31357" 2 "T6" "P1" 57 "X57" "A91" "C5" "Compound" 0.439 0.828301887
"31358" 2 "T6" "P2" 57 "X57" "A91" "C5" "Compound" 0.498 0.878306878
"31359" 2 "T6" "P3" 57 "X57" "A91" "C5" "Compound" 0.42 0.857142857
"31360" 2 "T6" "P4" 57 "X57" "A289" "C5" "Compound" 0.311 1.169172932
"31361" 2 "T6" "P5" 57 "X57" "A289" "C5" "Compound" 0.329 1.138408304
"31362" 2 "T6" "P6" 57 "X57" "A289" "C5" "Compound" 0.368 0.789699571
"31363" 2 "T6" "P7" 57 "X57" "A159" "C5" "Compound" 0.349 0.838942308
"31364" 2 "T6" "P8" 57 "X57" "A159" "C5" "Compound" 0.406 1.049095607
"31365" 2 "T6" "P9" 57 "X57" "A159" "C5" "Compound" 0.429 0.619942197
"31366" 2 "T6" "P10" 57 "X57" "P59" "C5" "Compound" 0.358 0.8647343
"31367" 2 "T6" "P11" 57 "X57" "P59" "C5" "Compound" 0.355 0.863746959
"31368" 2 "T6" "P12" 57 "X57" "P59" "C5" "Compound" 0.864 1.060122699
"31369" 2 "T6" "P13" 57 "X57" "P145A" "C5" "Compound" 0.396 0.910344828
"31370" 2 "T6" "P14" 57 "X57" "P145A" "C5" "Compound" 0.454 0.839186691
"31371" 2 "T6" "P15" 57 "X57" "P145A" "C5" "Compound" 0.454 0.669616519
"31372" 2 "T6" "P16" 57 "X57" "P141" "C5" "Compound" 0.596 1.184890656
"31373" 2 "T6" "P17" 57 "X57" "P141" "C5" "Compound" 0.404 0.880174292
"31374" 2 "T6" "P18" 57 "X57" "P141" "C5" "Compound" 0.406 0.544966443
"31375" 2 "T0" "P1" 58 "X58" "A92A.21" "C5" "Compound" 0.954 1
"31376" 2 "T0" "P2" 58 "X58" "A92A.21" "C5" "Compound" 1.007 1
"31377" 2 "T0" "P3" 58 "X58" "A92A.21" "C5" "Compound" 0.817 1
"31378" 2 "T0" "P4" 58 "X58" "A321" "C5" "Compound" 0.638 1
"31379" 2 "T0" "P5" 58 "X58" "A321" "C5" "Compound" 0.527 1
"31380" 2 "T0" "P6" 58 "X58" "A321" "C5" "Compound" 0.604 1
"31381" 2 "T0" "P7" 58 "X58" "A160" "C5" "Compound" 0.451 1
"31382" 2 "T0" "P8" 58 "X58" "A160" "C5" "Compound" 0.396 1
"31383" 2 "T0" "P9" 58 "X58" "A160" "C5" "Compound" 0.625 1
"31384" 2 "T0" "P10" 58 "X58" "P60" "C5" "Compound" 0.317 1
"31385" 2 "T0" "P11" 58 "X58" "P60" "C5" "Compound" 0.514 1
"31386" 2 "T0" "P12" 58 "X58" "P60" "C5" "Compound" 0.603 1
"31387" 2 "T0" "P13" 58 "X58" "P111" "C5" "Compound" 0.478 1
"31388" 2 "T0" "P14" 58 "X58" "P111" "C5" "Compound" 0.36 1
"31389" 2 "T0" "P15" 58 "X58" "P111" "C5" "Compound" 0.352 1
"31390" 2 "T0" "P16" 58 "X58" "P142" "C5" "Compound" 0.571 1
"31391" 2 "T0" "P17" 58 "X58" "P142" "C5" "Compound" 0.512 1
"31392" 2 "T0" "P18" 58 "X58" "P142" "C5" "Compound" 0.599 1
"31393" 2 "T1" "P1" 58 "X58" "A92A.21" "C5" "Compound" 1.05 1.100628931
"31394" 2 "T1" "P2" 58 "X58" "A92A.21" "C5" "Compound" 0.997 0.990069513
"31395" 2 "T1" "P3" 58 "X58" "A92A.21" "C5" "Compound" 0.979 1.198286414
"31396" 2 "T1" "P4" 58 "X58" "A321" "C5" "Compound" 0.64 1.003134796
"31397" 2 "T1" "P5" 58 "X58" "A321" "C5" "Compound" 0.675 1.280834915
"31398" 2 "T1" "P6" 58 "X58" "A321" "C5" "Compound" 0.622 1.029801325
"31399" 2 "T1" "P7" 58 "X58" "A160" "C5" "Compound" 0.479 1.062084257
"31400" 2 "T1" "P8" 58 "X58" "A160" "C5" "Compound" 0.411 1.037878788
"31401" 2 "T1" "P9" 58 "X58" "A160" "C5" "Compound" 0.491 0.7856
"31402" 2 "T1" "P10" 58 "X58" "P60" "C5" "Compound" 0.289 0.911671924
"31403" 2 "T1" "P11" 58 "X58" "P60" "C5" "Compound" 0.524 1.019455253
"31404" 2 "T1" "P12" 58 "X58" "P60" "C5" "Compound" 0.647 1.072968491
"31405" 2 "T1" "P13" 58 "X58" "P111" "C5" "Compound" 0.463 0.968619247
"31406" 2 "T1" "P14" 58 "X58" "P111" "C5" "Compound" 0.356 0.988888889
"31407" 2 "T1" "P15" 58 "X58" "P111" "C5" "Compound" 0.351 0.997159091
"31408" 2 "T1" "P16" 58 "X58" "P142" "C5" "Compound" 0.541 0.947460595
"31409" 2 "T1" "P17" 58 "X58" "P142" "C5" "Compound" 0.547 1.068359375
"31410" 2 "T1" "P18" 58 "X58" "P142" "C5" "Compound" 0.596 0.994991653
"31411" 2 "T2" "P1" 58 "X58" "A92A.21" "C5" "Compound" 0.976 1.023060797
"31412" 2 "T2" "P2" 58 "X58" "A92A.21" "C5" "Compound" 1.014 1.006951341
"31413" 2 "T2" "P3" 58 "X58" "A92A.21" "C5" "Compound" 0.854 1.045287638
"31414" 2 "T2" "P4" 58 "X58" "A321" "C5" "Compound" 0.545 0.854231975
"31415" 2 "T2" "P5" 58 "X58" "A321" "C5" "Compound" 0.522 0.990512334
"31416" 2 "T2" "P6" 58 "X58" "A321" "C5" "Compound" 0.76 1.258278146
"31417" 2 "T2" "P7" 58 "X58" "A160" "C5" "Compound" 0.411 0.911308204
"31418" 2 "T2" "P8" 58 "X58" "A160" "C5" "Compound" 0.359 0.906565657
"31419" 2 "T2" "P9" 58 "X58" "A160" "C5" "Compound" 0.447 0.7152
"31420" 2 "T2" "P10" 58 "X58" "P60" "C5" "Compound" 0.265 0.835962145
"31421" 2 "T2" "P11" 58 "X58" "P60" "C5" "Compound" 0.467 0.908560311
"31422" 2 "T2" "P12" 58 "X58" "P60" "C5" "Compound" 0.572 0.948590381
"31423" 2 "T2" "P13" 58 "X58" "P111" "C5" "Compound" 0.38 0.794979079
"31424" 2 "T2" "P14" 58 "X58" "P111" "C5" "Compound" 0.321 0.891666667
"31425" 2 "T2" "P15" 58 "X58" "P111" "C5" "Compound" 0.327 0.928977273
"31426" 2 "T2" "P16" 58 "X58" "P142" "C5" "Compound" 0.511 0.894921191
"31427" 2 "T2" "P17" 58 "X58" "P142" "C5" "Compound" 0.52 1.015625
"31428" 2 "T2" "P18" 58 "X58" "P142" "C5" "Compound" 0.54 0.901502504
"31429" 2 "T3" "P1" 58 "X58" "A92A.21" "C5" "Compound" 0.822 0.86163522
"31430" 2 "T3" "P2" 58 "X58" "A92A.21" "C5" "Compound" NA NA
"31431" 2 "T3" "P3" 58 "X58" "A92A.21" "C5" "Compound" 0.858 1.050183599
"31432" 2 "T3" "P4" 58 "X58" "A321" "C5" "Compound" 0.528 0.827586207
"31433" 2 "T3" "P5" 58 "X58" "A321" "C5" "Compound" 0.469 0.889943074
"31434" 2 "T3" "P6" 58 "X58" "A321" "C5" "Compound" 0.524 0.867549669
"31435" 2 "T3" "P7" 58 "X58" "A160" "C5" "Compound" 0.388 0.860310421
"31436" 2 "T3" "P8" 58 "X58" "A160" "C5" "Compound" 0.349 0.881313131
"31437" 2 "T3" "P9" 58 "X58" "A160" "C5" "Compound" 0.423 0.6768
"31438" 2 "T3" "P10" 58 "X58" "P60" "C5" "Compound" 0.276 0.870662461
"31439" 2 "T3" "P11" 58 "X58" "P60" "C5" "Compound" 0.457 0.889105058
"31440" 2 "T3" "P12" 58 "X58" "P60" "C5" "Compound" 0.559 0.927031509
"31441" 2 "T3" "P13" 58 "X58" "P111" "C5" "Compound" 0.367 0.767782427
"31442" 2 "T3" "P14" 58 "X58" "P111" "C5" "Compound" 0.311 0.863888889
"31443" 2 "T3" "P15" 58 "X58" "P111" "C5" "Compound" 0.308 0.875
"31444" 2 "T3" "P16" 58 "X58" "P142" "C5" "Compound" 0.496 0.868651489
"31445" 2 "T3" "P17" 58 "X58" "P142" "C5" "Compound" 0.497 0.970703125
"31446" 2 "T3" "P18" 58 "X58" "P142" "C5" "Compound" 0.525 0.876460768
"31447" 2 "T4" "P1" 58 "X58" "A92A.21" "C5" "Compound" 0.771 0.808176101
"31448" 2 "T4" "P2" 58 "X58" "A92A.21" "C5" "Compound" NA NA
"31449" 2 "T4" "P3" 58 "X58" "A92A.21" "C5" "Compound" 0.816 0.99877601
"31450" 2 "T4" "P4" 58 "X58" "A321" "C5" "Compound" 0.507 0.794670846
"31451" 2 "T4" "P5" 58 "X58" "A321" "C5" "Compound" 0.447 0.848197343
"31452" 2 "T4" "P6" 58 "X58" "A321" "C5" "Compound" 0.558 0.92384106
"31453" 2 "T4" "P7" 58 "X58" "A160" "C5" "Compound" 0.376 0.833702882
"31454" 2 "T4" "P8" 58 "X58" "A160" "C5" "Compound" 0.352 0.888888889
"31455" 2 "T4" "P9" 58 "X58" "A160" "C5" "Compound" 0.425 0.68
"31456" 2 "T4" "P10" 58 "X58" "P60" "C5" "Compound" 0.305 0.96214511
"31457" 2 "T4" "P11" 58 "X58" "P60" "C5" "Compound" 0.435 0.846303502
