"Experiment" "Time" "Plate" "nr" "Sample" "Microbe" "Compound" "Compound2" "Value" "Relative"
"13349" 1 "T1" "P6" 6 "X81" "A174" "C4" "Compound" 0.67 1.533180778
"13350" 1 "T3" "P29" 29 "X71" "A157A.2" "C2" "Compound" 0.762 1.533199195
"13351" 1 "T6" "P13" 13 "X13" "A23" "C1" "Compound" 0.759 1.533333333
"13352" 1 "T6" "P35" 35 "X22" "P131" "C2" "Compound" 0.621 1.533333333
"13353" 1 "T6" "P4" 4 "X77" "A345" "C3" "Compound" 0.506 1.533333333
"13354" 1 "T6" "P34" 34 "X5" "P113" "Control" "Control" 0.641 1.533492823
"13355" 1 "T2" "P1" 1 "X15" "A34" "C1" "Compound" 0.96 1.533546326
"13356" 1 "T6" "P11" 11 "X52" "P139C" "Control" "Control" 0.48 1.533546326
"13357" 1 "T5" "P4" 4 "X11" "A334" "C1" "Compound" 0.845 1.533575318
"13358" 1 "T6" "P27" 27 "X23" "A138A" "C2" "Compound" 0.523 1.53372434
"13359" 1 "T5" "P16" 16 "X46" "P270" "Blank" "Blank" 0.773 1.533730159
"13360" 1 "T4" "P8" 8 "X73" "P70" "C3" "Compound" 0.5 1.533742331
"13361" 1 "T5" "P34" 34 "X61" "P122B" "C1" "Compound" 0.678 1.533936652
"13362" 1 "T2" "P11" 11 "X40" "P117" "C4" "Compound" 0.678 1.533936652
"13363" 1 "T4" "P22" 22 "X5" "P9" "Control" "Control" 0.675 1.534090909
"13364" 1 "T4" "P19" 19 "X65" "A174" "C2" "Compound" 0.741 1.534161491
"13365" 1 "T1" "P30" 30 "X37" "A169A" "C4" "Compound" 0.491 1.534375
"13366" 1 "T4" "P26" 26 "X49" "A44" "Control" "Control" 0.557 1.534435262
"13367" 1 "T6" "P34" 34 "X39" "P115" "C4" "Compound" 0.709 1.534632035
"13368" 1 "T1" "P26" 26 "X87" "A69B" "C4" "Compound" 0.64 1.534772182
"13369" 1 "T4" "P14" 14 "X1" "A3" "Control" "Control" 0.551 1.534818942
"13370" 1 "T5" "P3" 3 "X27" "A120" "C3" "Compound" 0.875 1.535087719
"13371" 1 "T3" "P7" 7 "X47" "P106" "Blank" "Blank" 0.565 1.535326087
"13372" 1 "T5" "P3" 3 "X35" "A120" "C4" "Compound" 0.542 1.535410765
"13373" 1 "T3" "P3" 3 "X9" "A118" "C1" "Compound" 0.823 1.535447761
"13374" 1 "T4" "P3" 3 "X9" "A118" "C1" "Compound" 0.823 1.535447761
"13375" 1 "T1" "P15" 15 "X45" "A92B" "Blank" "Blank" 0.496 1.535603715
"13376" 1 "T5" "P14" 14 "X93" "A226B" "Blank" "Blank" 0.473 1.535714286
"13377" 1 "T1" "P6" 6 "X84" "A178" "C4" "Compound" 0.172 1.535714286
"13378" 1 "T4" "P17" 17 "X32" "A341A" "C3" "Compound" 0.728 1.535864979
"13379" 1 "T5" "P4" 4 "X57" "A341B" "C1" "Compound" 1.049 1.535871157
"13380" 1 "T4" "P29" 29 "X4" "A335" "Control" "Control" 0.513 1.535928144
"13381" 1 "T3" "P4" 4 "X17" "A289" "C2" "Compound" 0.427 1.535971223
"13382" 1 "T2" "P16" 16 "X55" "A349" "Control" "Control" 0.573 1.536193029
"13383" 1 "T1" "P35" 35 "X75" "P139C" "C3" "Compound" 0.424 1.536231884
"13384" 1 "T1" "P31" 31 "X77" "P55" "C3" "Compound" 0.53 1.536231884
"13385" 1 "T4" "P32" 32 "X7" "P106" "Control" "Control" 0.636 1.536231884
"13386" 1 "T3" "P8" 8 "X1" "P59" "Control" "Control" 0.593 1.53626943
"13387" 1 "T1" "P8" 8 "X45" "P103" "Blank" "Blank" 0.464 1.536423841
"13388" 1 "T6" "P10" 10 "X74" "P118B" "C3" "Compound" 0.673 1.53652968
"13389" 1 "T6" "P4" 4 "X10" "A321" "C1" "Compound" 0.756 1.536585366
"13390" 1 "T6" "P21" 21 "X38" "P91A" "C4" "Compound" 0.939 1.536824877
"13391" 1 "T1" "P14" 14 "X34" "A12" "C4" "Compound" 0.813 1.536862004
"13392" 1 "T5" "P5" 5 "X75" "A151A" "C3" "Compound" 0.375 1.536885246
"13393" 1 "T3" "P29" 29 "X19" "P224" "C2" "Compound" 0.893 1.537005164
"13394" 1 "T1" "P31" 31 "X81" "P28" "C4" "Compound" 0.581 1.537037037
"13395" 1 "T1" "P10" 10 "X4" "P89" "Control" "Control" 0.538 1.537142857
"13396" 1 "T2" "P1" 1 "X45" "A23" "Blank" "Blank" 0.372 1.537190083
"13397" 1 "T6" "P21" 21 "X49" "P92" "Control" "Control" 0.744 1.537190083
"13398" 1 "T4" "P35" 35 "X14" "P114" "C1" "Compound" 0.661 1.537209302
"13399" 1 "T1" "P15" 15 "X93" "A111" "Blank" "Blank" 0.309 1.537313433
"13400" 1 "T5" "P35" 35 "X32" "P133" "C3" "Compound" 0.741 1.537344398
"13401" 1 "T1" "P35" 35 "X27" "P128A.22" "C3" "Compound" 0.432 1.537366548
"13402" 1 "T5" "P25" 25 "X55" "A69B" "Control" "Control" 0.472 1.537459283
"13403" 1 "T1" "P15" 15 "X59" "A109A" "C1" "Compound" 0.429 1.537634409
"13404" 1 "T6" "P8" 8 "X71" "P77" "C2" "Compound" 0.592 1.537662338
"13405" 1 "T6" "P8" 8 "X58" "P71" "C1" "Compound" 0.652 1.537735849
"13406" 1 "T1" "P27" 27 "X12" "A92A.22" "C1" "Compound" 0.183 1.537815126
"13407" 1 "T2" "P19" 19 "X61" "P55" "C1" "Compound" 0.386 1.537848606
"13408" 1 "T5" "P13" 13 "X49" "A102" "Control" "Control" 0.589 1.537859008
"13409" 1 "T4" "P3" 3 "X44" "A121" "Blank" "Blank" 0.629 1.537897311
"13410" 1 "T4" "P2" 2 "X49" "A102" "Control" "Control" 0.689 1.537946429
"13411" 1 "T1" "P16" 16 "X57" "A141" "C1" "Compound" 0.383 1.53815261
"13412" 1 "T1" "P17" 17 "X31" "A340B" "C3" "Compound" 0.483 1.538216561
"13413" 1 "T4" "P2" 2 "X25" "A91" "C3" "Compound" 0.923 1.538333333
"13414" 1 "T1" "P16" 16 "X58" "A143" "C1" "Compound" 0.4 1.538461538
"13415" 1 "T1" "P21" 21 "X84" "P74A" "C4" "Compound" 0.18 1.538461538
"13416" 1 "T3" "P23" 23 "X43" "P128A.22" "Blank" "Blank" 0.677 1.538636364
"13417" 1 "T6" "P36" 36 "X37" "P145B" "C4" "Compound" 0.637 1.538647343
"13418" 1 "T4" "P32" 32 "X64" "P58" "C1" "Compound" 0.397 1.53875969
"13419" 1 "T2" "P1" 1 "X70" "A69" "C2" "Compound" 0.651 1.539007092
"13420" 1 "T1" "P8" 8 "X33" "A182" "C4" "Compound" 0.414 1.539033457
"13421" 1 "T1" "P24" 24 "X5" "P129" "Control" "Control" 0.374 1.53909465
"13422" 1 "T3" "P7" 7 "X44" "P101" "Blank" "Blank" 0.668 1.539170507
"13423" 1 "T4" "P4" 4 "X16" "A341A" "C1" "Compound" 0.411 1.539325843
"13424" 1 "T6" "P17" 17 "X51" "A151A" "Control" "Control" 0.822 1.539325843
"13425" 1 "T1" "P11" 11 "X38" "P114" "C4" "Compound" 0.645 1.539379475
"13426" 1 "T3" "P31" 31 "X55" "P57" "Control" "Control" 0.625 1.539408867
"13427" 1 "T4" "P25" 25 "X16" "P148" "C1" "Compound" 0.936 1.539473684
"13428" 1 "T6" "P5" 5 "X53" "A155B" "Control" "Control" 0.873 1.53968254
"13429" 1 "T1" "P9" 9 "X94" "P76" "Blank" "Blank" 0.465 1.539735099
"13430" 1 "T6" "P36" 36 "X27" "P143" "C3" "Compound" 0.639 1.539759036
"13431" 1 "T3" "P13" 13 "X15" "A34" "C1" "Compound" 1.044 1.539823009
"13432" 1 "T6" "P1" 1 "X15" "A34" "C1" "Compound" 0.964 1.539936102
"13433" 1 "T4" "P11" 11 "X52" "P139C" "Control" "Control" 0.482 1.539936102
"13434" 1 "T6" "P34" 34 "X58" "P118B" "C1" "Compound" 0.713 1.539956803
"13435" 1 "T5" "P3" 3 "X3" "A120" "Control" "Control" 0.596 1.54005168
"13436" 1 "T5" "P1" 1 "X81" "A44" "C4" "Compound" 0.519 1.540059347
"13437" 1 "T1" "P15" 15 "X87" "A112B" "C4" "Compound" 0.71 1.540130152
"13438" 1 "T1" "P23" 23 "X75" "P120" "C3" "Compound" 0.422 1.540145985
"13439" 1 "T5" "P35" 35 "X52" "P139C" "Control" "Control" 0.516 1.540298507
"13440" 1 "T2" "P16" 16 "X95" "A349" "Blank" "Blank" 0.573 1.540322581
"13441" 1 "T3" "P12" 12 "X71" "P160" "C2" "Compound" 0.667 1.540415704
"13442" 1 "T1" "P16" 16 "X22" "A125" "C2" "Compound" 0.362 1.540425532
"13443" 1 "T5" "P22" 22 "X16" "P133" "C1" "Compound" 0.761 1.54048583
"13444" 1 "T1" "P12" 12 "X23" "P132" "C2" "Compound" 0.761 1.54048583
"13445" 1 "T2" "P11" 11 "X58" "P118B" "C1" "Compound" 0.493 1.540625
"13446" 1 "T5" "P35" 35 "X50" "P138" "Control" "Control" 0.53 1.540697674
"13447" 1 "T6" "P34" 34 "X61" "P122B" "C1" "Compound" 0.681 1.540723982
"13448" 1 "T2" "P32" 32 "X79" "P77" "C3" "Compound" 0.775 1.540755467
"13449" 1 "T6" "P17" 17 "X64" "A157B" "C1" "Compound" 0.547 1.54084507
"13450" 1 "T1" "P17" 17 "X61" "A345" "C1" "Compound" 0.584 1.540897098
"13451" 1 "T3" "P29" 29 "X4" "P234" "Control" "Control" 0.433 1.540925267
"13452" 1 "T5" "P33" 33 "X25" "P81" "C3" "Compound" 0.527 1.540935673
"13453" 1 "T6" "P25" 25 "X52" "A55" "Control" "Control" 0.564 1.540983607
"13454" 1 "T3" "P4" 4 "X40" "A341A" "C4" "Compound" 0.467 1.541254125
"13455" 1 "T6" "P1" 1 "X13" "A23" "C1" "Compound" 0.817 1.541509434
"13456" 1 "T3" "P33" 33 "X15" "P91B" "C1" "Compound" 0.592 1.541666667
"13457" 1 "T6" "P24" 24 "X33" "P141" "C4" "Compound" 0.609 1.541772152
"13458" 1 "T3" "P1" 1 "X10" "A12" "C1" "Compound" 0.424 1.541818182
"13459" 1 "T2" "P9" 9 "X32" "P69" "C3" "Compound" 0.424 1.541818182
"13460" 1 "T6" "P5" 5 "X46" "P270" "Blank" "Blank" 0.569 1.54200542
"13461" 1 "T6" "P13" 13 "X52" "A55" "Control" "Control" 0.569 1.54200542
"13462" 1 "T1" "P32" 32 "X18" "P60" "C2" "Compound" 0.165 1.542056075
"13463" 1 "T6" "P14" 14 "X85" "A111" "C4" "Compound" 0.677 1.54214123
"13464" 1 "T2" "P33" 33 "X74" "P93" "C3" "Compound" 0.748 1.542268041
"13465" 1 "T1" "P20" 20 "X77" "P55" "C3" "Compound" 0.529 1.542274052
"13466" 1 "T1" "P27" 27 "X49" "A102" "Control" "Control" 0.529 1.542274052
"13467" 1 "T5" "P4" 4 "X13" "A336" "C1" "Compound" 0.492 1.542319749
"13468" 1 "T4" "P33" 33 "X11" "P61" "C1" "Compound" 0.583 1.542328042
"13469" 1 "T2" "P35" 35 "X81" "P136" "C4" "Compound" 0.637 1.542372881
"13470" 1 "T1" "P36" 36 "X83" "P152" "C4" "Compound" 0.972 1.542857143
"13471" 1 "T6" "P25" 25 "X29" "A23" "C3" "Compound" 0.801 1.543352601
"13472" 1 "T5" "P36" 36 "X43" "P143" "Blank" "Blank" 0.764 1.543434343
"13473" 1 "T5" "P6" 6 "X10" "A160" "C1" "Compound" 0.355 1.543478261
"13474" 1 "T1" "P4" 4 "X87" "A349" "C4" "Compound" 0.568 1.543478261
"13475" 1 "T5" "P10" 10 "X77" "P122B" "C3" "Compound" 0.673 1.543577982
"13476" 1 "T5" "P30" 30 "X41" "A159" "Blank" "Blank" 0.46 1.543624161
"13477" 1 "T4" "P36" 36 "X59" "P152" "C1" "Compound" 0.548 1.543661972
"13478" 1 "T4" "P32" 32 "X90" "P41" "Blank" "Blank" 0.159 1.54368932
"13479" 1 "T2" "P24" 24 "X91" "P152" "Blank" "Blank" 0.724 1.543710021
"13480" 1 "T4" "P7" 7 "X37" "P103" "C4" "Compound" 0.653 1.543735225
"13481" 1 "T3" "P13" 13 "X57" "A44" "C1" "Compound" 0.457 1.543918919
"13482" 1 "T6" "P13" 13 "X29" "A23" "C3" "Compound" 0.843 1.543956044
"13483" 1 "T1" "P1" 1 "X75" "A52" "C3" "Compound" 0.474 1.543973941
"13484" 1 "T5" "P18" 18 "X86" "P56" "C4" "Compound" 0.386 1.544
"13485" 1 "T3" "P9" 9 "X53" "P96" "Control" "Control" 0.508 1.544072948
"13486" 1 "T3" "P31" 31 "X89" "P28" "Blank" "Blank" 0.349 1.544247788
"13487" 1 "T3" "P21" 21 "X10" "P87" "C1" "Compound" 0.488 1.544303797
"13488" 1 "T4" "P34" 34 "X74" "P93" "C3" "Compound" 0.749 1.544329897
"13489" 1 "T3" "P31" 31 "X91" "P50" "Blank" "Blank" 0.505 1.544342508
"13490" 1 "T5" "P35" 35 "X37" "P129" "C4" "Compound" 0.522 1.544378698
"13491" 1 "T1" "P20" 20 "X73" "P28" "C3" "Compound" 0.556 1.544444444
"13492" 1 "T2" "P22" 22 "X23" "P115" "C2" "Compound" 0.607 1.544529262
"13493" 1 "T3" "P28" 28 "X25" "A289" "C3" "Compound" 0.502 1.544615385
"13494" 1 "T3" "P35" 35 "X44" "P128B" "Blank" "Blank" 0.692 1.544642857
"13495" 1 "T2" "P33" 33 "X75" "P94" "C3" "Compound" 0.743 1.544698545
"13496" 1 "T4" "P21" 21 "X58" "P71" "C1" "Compound" 0.499 1.544891641
"13497" 1 "T2" "P10" 10 "X94" "P97" "Blank" "Blank" 0.601 1.544987147
"13498" 1 "T1" "P31" 31 "X31" "P106" "C3" "Compound" 0.428 1.545126354
"13499" 1 "T1" "P17" 17 "X88" "P183A" "C4" "Compound" 0.53 1.545189504
"13500" 1 "T4" "P21" 21 "X17" "P59" "C2" "Compound" 0.683 1.545248869
"13501" 1 "T3" "P15" 15 "X4" "A121" "Control" "Control" 0.527 1.545454545
"13502" 1 "T4" "P10" 10 "X74" "P118B" "C3" "Compound" 0.677 1.5456621
"13503" 1 "T6" "P2" 2 "X77" "A111" "C3" "Compound" 0.725 1.545842217
"13504" 1 "T2" "P1" 1 "X14" "A28" "C1" "Compound" 0.977 1.545886076
"13505" 1 "T2" "P23" 23 "X65" "P136" "C2" "Compound" 0.739 1.546025105
"13506" 1 "T5" "P4" 4 "X59" "A343A" "C1" "Compound" 0.974 1.546031746
"13507" 1 "T3" "P7" 7 "X34" "A186" "C4" "Compound" 0.487 1.546031746
"13508" 1 "T5" "P19" 19 "X92" "P74A" "Blank" "Blank" 0.47 1.546052632
"13509" 1 "T5" "P5" 5 "X59" "A151A" "C1" "Compound" 0.218 1.546099291
"13510" 1 "T1" "P8" 8 "X71" "P57" "C2" "Compound" 0.586 1.546174142
"13511" 1 "T5" "P4" 4 "X37" "A336" "C4" "Compound" 0.535 1.546242775
"13512" 1 "T5" "P30" 30 "X53" "A179A" "Control" "Control" 0.617 1.546365915
"13513" 1 "T5" "P22" 22 "X7" "P132" "Control" "Control" 0.416 1.546468401
"13514" 1 "T1" "P25" 25 "X5" "P145B" "Control" "Control" 0.549 1.546478873
"13515" 1 "T5" "P12" 12 "X3" "A17A" "Control" "Control" 0.597 1.546632124
"13516" 1 "T4" "P20" 20 "X3" "A187" "Control" "Control" 0.713 1.546637744
"13517" 1 "T5" "P13" 13 "X17" "A91" "C2" "Compound" 0.928 1.546666667
"13518" 1 "T4" "P29" 29 "X94" "A348" "Blank" "Blank" 0.563 1.546703297
"13519" 1 "T1" "P35" 35 "X29" "P129" "C3" "Compound" 0.43 1.54676259
"13520" 1 "T3" "P26" 26 "X80" "A115" "C3" "Compound" 0.645 1.54676259
"13521" 1 "T6" "P16" 16 "X34" "A321" "C4" "Compound" 0.628 1.54679803
"13522" 1 "T1" "P14" 14 "X77" "A65B" "C3" "Compound" 0.461 1.546979866
"13523" 1 "T3" "P25" 25 "X38" "A28" "C4" "Compound" 0.362 1.547008547
"13524" 1 "T5" "P23" 23 "X55" "P160" "Control" "Control" 0.475 1.54723127
"13525" 1 "T3" "P4" 4 "X88" "P183A" "C4" "Compound" 0.54 1.547277937
"13526" 1 "T5" "P36" 36 "X25" "P141" "C3" "Compound" 0.653 1.547393365
"13527" 1 "T6" "P36" 36 "X25" "P141" "C3" "Compound" 0.653 1.547393365
"13528" 1 "T1" "P30" 30 "X16" "A170B" "C1" "Compound" 0.831 1.547486034
"13529" 1 "T5" "P34" 34 "X21" "P113" "C2" "Compound" 0.814 1.547528517
"13530" 1 "T6" "P15" 15 "X10" "A119B" "C1" "Compound" 0.455 1.547619048
"13531" 1 "T5" "P25" 25 "X16" "A35" "C1" "Compound" 0.941 1.547697368
"13532" 1 "T3" "P25" 25 "X80" "A88" "C3" "Compound" 0.373 1.547717842
"13533" 1 "T6" "P36" 36 "X62" "P155" "C1" "Compound" 0.712 1.547826087
"13534" 1 "T1" "P22" 22 "X24" "P91C" "C2" "Compound" 0.178 1.547826087
"13535" 1 "T2" "P29" 29 "X25" "P183B" "C3" "Compound" 0.534 1.547826087
"13536" 1 "T5" "P28" 28 "X8" "A341A" "Control" "Control" 0.63 1.547911548
"13537" 1 "T1" "P11" 11 "X15" "P115" "C1" "Compound" 0.565 1.547945205
"13538" 1 "T4" "P26" 26 "X95" "A69B" "Blank" "Blank" 0.483 1.548076923
"13539" 1 "T6" "P20" 20 "X30" "P66" "C3" "Compound" 0.161 1.548076923
"13540" 1 "T6" "P11" 11 "X88" "P140C.2" "C4" "Compound" 0.627 1.548148148
"13541" 1 "T2" "P34" 34 "X7" "P115" "Control" "Control" 0.466 1.548172757
"13542" 1 "T4" "P36" 36 "X20" "P144" "C2" "Compound" 0.819 1.548204159
"13543" 1 "T3" "P12" 12 "X38" "P146" "C4" "Compound" 0.545 1.548295455
"13544" 1 "T4" "P17" 17 "X95" "A349" "Blank" "Blank" 0.576 1.548387097
"13545" 1 "T3" "P13" 13 "X14" "A28" "C1" "Compound" 0.943 1.548440066
"13546" 1 "T2" "P35" 35 "X49" "P136" "Control" "Control" 0.511 1.548484848
"13547" 1 "T2" "P26" 26 "X75" "A109A" "C3" "Compound" 0.587 1.548812665
"13548" 1 "T4" "P34" 34 "X93" "P96" "Blank" "Blank" 0.474 1.549019608
"13549" 1 "T2" "P4" 4 "X6" "A125" "Control" "Control" 0.158 1.549019608
"13550" 1 "T5" "P16" 16 "X92" "A152" "Blank" "Blank" 0.742 1.549060543
"13551" 1 "T3" "P26" 26 "X33" "A91" "C4" "Compound" 0.426 1.549090909
"13552" 1 "T3" "P6" 6 "X39" "A170A" "C4" "Compound" 1.151 1.549125168
"13553" 1 "T1" "P14" 14 "X23" "A34" "C2" "Compound" 0.646 1.549160671
"13554" 1 "T6" "P15" 15 "X9" "A118" "C1" "Compound" 0.44 1.549295775
"13555" 1 "T5" "P4" 4 "X70" "A348" "C2" "Compound" 0.832 1.549348231
"13556" 1 "T4" "P5" 5 "X11" "P224" "C1" "Compound" 0.722 1.549356223
"13557" 1 "T1" "P9" 9 "X8" "P69" "Control" "Control" 0.643 1.54939759
"13558" 1 "T5" "P34" 34 "X81" "P118A" "C4" "Compound" 0.516 1.54954955
"13559" 1 "T6" "P33" 33 "X25" "P81" "C3" "Compound" 0.53 1.549707602
"13560" 1 "T5" "P1" 1 "X26" "A12" "C3" "Compound" 0.919 1.549747049
"13561" 1 "T4" "P23" 23 "X65" "P118A" "C2" "Compound" 0.73 1.549893843
"13562" 1 "T6" "P15" 15 "X44" "A121" "Blank" "Blank" 0.651 1.55
"13563" 1 "T6" "P33" 33 "X57" "P92" "C1" "Compound" 0.496 1.55
"13564" 1 "T3" "P31" 31 "X81" "P28" "C4" "Compound" 0.586 1.55026455
"13565" 1 "T1" "P26" 26 "X45" "A23" "Blank" "Blank" 0.369 1.550420168
"13566" 1 "T6" "P33" 33 "X5" "P9" "Control" "Control" 0.614 1.550505051
"13567" 1 "T1" "P11" 11 "X14" "P114" "C1" "Compound" 0.583 1.550531915
"13568" 1 "T1" "P17" 17 "X74" "A342" "C3" "Compound" 0.459 1.550675676
"13569" 1 "T6" "P13" 13 "X55" "A69B" "Control" "Control" 0.535 1.550724638
"13570" 1 "T2" "P29" 29 "X94" "A157A.1" "Blank" "Blank" 0.611 1.550761421
"13571" 1 "T5" "P19" 19 "X39" "P67" "C4" "Compound" 0.656 1.550827423
"13572" 1 "T5" "P5" 5 "X15" "P271" "C1" "Compound" 1.858 1.550918197
"13573" 1 "T3" "P25" 25 "X29" "A23" "C3" "Compound" 0.805 1.55105973
"13574" 1 "T5" "P25" 25 "X29" "A23" "C3" "Compound" 0.805 1.55105973
"13575" 1 "T5" "P35" 35 "X13" "P129" "C1" "Compound" 0.577 1.551075269
"13576" 1 "T5" "P6" 6 "X52" "A178" "Control" "Control" 0.895 1.551126516
"13577" 1 "T6" "P31" 31 "X17" "A182" "C2" "Compound" 0.681 1.551252847
"13578" 1 "T1" "P21" 21 "X42" "P60" "Blank" "Blank" 0.166 1.551401869
"13579" 1 "T1" "P17" 17 "X12" "A335" "C1" "Compound" 0.166 1.551401869
"13580" 1 "T5" "P21" 21 "X73" "P118A" "C3" "Compound" 0.903 1.551546392
"13581" 1 "T6" "P11" 11 "X4" "P128B" "Control" "Control" 0.602 1.551546392
"13582" 1 "T3" "P25" 25 "X57" "A44" "C1" "Compound" 0.436 1.551601423
"13583" 1 "T6" "P32" 32 "X68" "P74A" "C2" "Compound" 0.526 1.551622419
"13584" 1 "T5" "P34" 34 "X63" "P127" "C1" "Compound" 0.689 1.551801802
"13585" 1 "T4" "P35" 35 "X56" "P140C.2" "Control" "Control" 0.689 1.551801802
"13586" 1 "T2" "P15" 15 "X63" "A245" "C1" "Compound" 0.644 1.551807229
"13587" 1 "T5" "P30" 30 "X52" "A178" "Control" "Control" 0.599 1.551813472
"13588" 1 "T1" "P17" 17 "X13" "A336" "C1" "Compound" 0.419 1.551851852
"13589" 1 "T5" "P11" 11 "X2" "P128A.12" "Control" "Control" 0.613 1.551898734
"13590" 1 "T1" "P15" 15 "X23" "A99A" "C2" "Compound" 0.568 1.551912568
"13591" 1 "T2" "P16" 16 "X37" "A336" "C4" "Compound" 0.433 1.551971326
"13592" 1 "T5" "P36" 36 "X59" "P152" "C1" "Compound" 0.551 1.552112676
"13593" 1 "T3" "P31" 31 "X70" "P56" "C2" "Compound" 0.655 1.552132701
"13594" 1 "T4" "P32" 32 "X9" "A182" "C1" "Compound" 0.624 1.552238806
"13595" 1 "T3" "P3" 3 "X94" "A226C" "Blank" "Blank" 0.475 1.552287582
"13596" 1 "T1" "P30" 30 "X24" "A147" "C2" "Compound" 0.163 1.552380952
"13597" 1 "T5" "P32" 32 "X66" "P71" "C2" "Compound" 0.163 1.552380952
"13598" 1 "T4" "P1" 1 "X17" "A3" "C2" "Compound" 0.888 1.552447552
"13599" 1 "T4" "P5" 5 "X88" "A157B" "C4" "Compound" 0.562 1.552486188
"13600" 1 "T3" "P21" 21 "X17" "P81" "C2" "Compound" 0.59 1.552631579
"13601" 1 "T4" "P7" 7 "X46" "P104" "Blank" "Blank" 0.587 1.552910053
"13602" 1 "T2" "P28" 28 "X95" "A349" "Blank" "Blank" 0.629 1.55308642
"13603" 1 "T5" "P23" 23 "X88" "P162" "C4" "Compound" 0.671 1.553240741
"13604" 1 "T2" "P3" 3 "X54" "A112A" "Control" "Control" 0.16 1.553398058
"13605" 1 "T5" "P34" 34 "X56" "P128A.111" "Control" "Control" 0.741 1.553459119
"13606" 1 "T4" "P3" 3 "X50" "A143" "Control" "Control" 0.971 1.5536
"13607" 1 "T5" "P1" 1 "X14" "A28" "C1" "Compound" 0.982 1.553797468
"13608" 1 "T3" "P22" 22 "X22" "P114" "C2" "Compound" 0.62 1.553884712
"13609" 1 "T6" "P17" 17 "X9" "P183B" "C1" "Compound" 0.735 1.553911205
"13610" 1 "T6" "P6" 6 "X75" "A178" "C3" "Compound" 1.167 1.553928096
"13611" 1 "T1" "P28" 28 "X13" "A122" "C1" "Compound" 0.648 1.553956835
"13612" 1 "T2" "P36" 36 "X50" "P150" "Control" "Control" 0.746 1.554166667
"13613" 1 "T6" "P34" 34 "X11" "P110" "C1" "Compound" 0.502 1.554179567
"13614" 1 "T6" "P24" 24 "X34" "P142" "C4" "Compound" 0.645 1.554216867
"13615" 1 "T5" "P7" 7 "X47" "P106" "Blank" "Blank" 0.572 1.554347826
"13616" 1 "T1" "P12" 12 "X22" "P131" "C2" "Compound" 0.712 1.554585153
"13617" 1 "T5" "P31" 31 "X26" "A186" "C3" "Compound" 0.555 1.554621849
"13618" 1 "T2" "P1" 1 "X26" "A12" "C3" "Compound" 0.922 1.554806071
"13619" 1 "T3" "P4" 4 "X31" "A340B" "C3" "Compound" 0.723 1.55483871
"13620" 1 "T2" "P14" 14 "X81" "A102" "C4" "Compound" 0.58 1.554959786
"13621" 1 "T4" "P10" 10 "X75" "P120" "C3" "Compound" 0.692 1.55505618
"13622" 1 "T1" "P16" 16 "X33" "A118" "C4" "Compound" 0.353 1.555066079
"13623" 1 "T3" "P33" 33 "X69" "P96" "C2" "Compound" 0.588 1.555555556
"13624" 1 "T5" "P23" 23 "X4" "P144" "Control" "Control" 0.574 1.555555556
"13625" 1 "T6" "P17" 17 "X4" "P234" "Control" "Control" 0.504 1.555555556
"13626" 1 "T1" "P2" 2 "X26" "A92A.21" "C3" "Compound" 0.725 1.555793991
"13627" 1 "T1" "P6" 6 "X46" "A169B" "Blank" "Blank" 0.711 1.555798687
"13628" 1 "T1" "P30" 30 "X10" "P192" "C1" "Compound" 0.691 1.556306306
"13629" 1 "T4" "P35" 35 "X88" "P128A.111" "C4" "Compound" 0.635 1.556372549
"13630" 1 "T2" "P4" 4 "X62" "A226C" "C1" "Compound" 0.965 1.556451613
"13631" 1 "T5" "P20" 20 "X96" "P98B" "Blank" "Blank" 0.179 1.556521739
"13632" 1 "T4" "P11" 11 "X75" "P139A" "C3" "Compound" 0.523 1.556547619
"13633" 1 "T5" "P11" 11 "X4" "P128B" "Control" "Control" 0.604 1.556701031
"13634" 1 "T3" "P4" 4 "X70" "A348" "C2" "Compound" 0.836 1.55679702
"13635" 1 "T2" "P27" 27 "X71" "A245" "C2" "Compound" 0.548 1.556818182
"13636" 1 "T2" "P26" 26 "X52" "A110A" "Control" "Control" 0.52 1.556886228
"13637" 1 "T1" "P29" 29 "X57" "A341B" "C1" "Compound" 0.492 1.556962025
"13638" 1 "T3" "P14" 14 "X22" "A94A" "C2" "Compound" 0.738 1.556962025
"13639" 1 "T4" "P7" 7 "X47" "P106" "Blank" "Blank" 0.573 1.557065217
"13640" 1 "T1" "P23" 23 "X10" "P111" "C1" "Compound" 0.668 1.557109557
"13641" 1 "T3" "P27" 27 "X57" "A141" "C1" "Compound" 0.422 1.557195572
"13642" 1 "T5" "P34" 34 "X16" "P117" "C1" "Compound" 0.707 1.557268722
"13643" 1 "T1" "P9" 9 "X16" "P69" "C1" "Compound" 0.693 1.557303371
"13644" 1 "T4" "P28" 28 "X10" "A119B" "C1" "Compound" 0.718 1.557483731
"13645" 1 "T3" "P31" 31 "X56" "P58" "Control" "Control" 0.623 1.5575
"13646" 1 "T2" "P13" 13 "X13" "A23" "C1" "Compound" 0.771 1.557575758
"13647" 1 "T3" "P35" 35 "X49" "P136" "Control" "Control" 0.514 1.557575758
"13648" 1 "T5" "P18" 18 "X5" "P103" "Control" "Control" 0.62 1.557788945
"13649" 1 "T6" "P35" 35 "X19" "P128A.22" "C2" "Compound" 0.606 1.557840617
