"Species" "Metabolite" "log2foldchange" "p.value" "SignPval" "p.ajust" "SignPajus"
"119" "LA7339" "X119" -0.00526368548075684 0.201149859851832 "NoSignificant" 0.492506599330027 "NoSignificant"
"120" "LA7339" "X120" -0.0139520890242282 0.173135635291728 "NoSignificant" 0.477907932147652 "NoSignificant"
"121" "LA7339" "X121" -0.0651373395997132 0.00961293500764239 "q < 0.05" 0.470573454842811 "NoSignificant"
"122" "LA7339" "X122" -0.044316410491188 0.273980773904498 "NoSignificant" 0.527534023465412 "NoSignificant"
"123" "LA7339" "X123" -0.0983614457056583 0.0375799060350619 "q < 0.05" 0.470573454842811 "NoSignificant"
"124" "LA7339" "X124" -0.0983614457056583 0.0375799060350619 "q < 0.05" 0.470573454842811 "NoSignificant"
"125" "LA7339" "X125" -0.0610726423550569 0.0160139669059522 "q < 0.05" 0.470573454842811 "NoSignificant"
"126" "LA7339" "X126" -0.131274421981944 0.123687781605372 "NoSignificant" 0.470573454842811 "NoSignificant"
"127" "LA7339" "X127" -0.149053546107357 0.11324946147429 "NoSignificant" 0.470573454842811 "NoSignificant"
"128" "LA7339" "X128" -0.00524627549060019 0.0974191341733795 "NoSignificant" 0.470573454842811 "NoSignificant"
"129" "LA7339" "X129" -0.0608057290082664 0.0668445556244549 "NoSignificant" 0.470573454842811 "NoSignificant"
"130" "LA7339" "X130" -0.0260580618075905 0.0956411044785769 "NoSignificant" 0.470573454842811 "NoSignificant"
"131" "LA7339" "X131" -0.0509993058843041 0.00933479193008019 "q < 0.05" 0.470573454842811 "NoSignificant"
"132" "LA7339" "X132" -0.0519623621348262 0.0124231518898228 "q < 0.05" 0.470573454842811 "NoSignificant"
"133" "LA7339" "X133" -0.0525068245246518 0.0139732914204812 "q < 0.05" 0.470573454842811 "NoSignificant"
"134" "LA7339" "X134" 0.00104901708819227 0.683193588338593 "NoSignificant" 0.807310017481258 "NoSignificant"
"135" "LA7339" "X135" -0.0218728736986313 0.406884240152629 "NoSignificant" 0.614982140807832 "NoSignificant"
"136" "LA7339" "X136" -0.0264601981202039 0.0741310560096944 "NoSignificant" 0.470573454842811 "NoSignificant"
"137" "LA7339" "X137" -0.0264601981202039 0.0741310560096944 "NoSignificant" 0.470573454842811 "NoSignificant"
"138" "LA7339" "X138" -0.0443284229510486 0.24504195454329 "NoSignificant" 0.51377979807393 "NoSignificant"
"139" "LA7339" "X139" -0.0402221799977909 0.0800131889959766 "NoSignificant" 0.470573454842811 "NoSignificant"
"140" "LA7339" "X140" -0.00326538273431343 0.596630122186782 "NoSignificant" 0.748222520231538 "NoSignificant"
"141" "LA7339" "X141" -0.174376686095335 0.00719078223399945 "q < 0.05" 0.470573454842811 "NoSignificant"
"142" "LA7339" "X142" -0.101635318206236 0.0560781749679073 "NoSignificant" 0.470573454842811 "NoSignificant"
"143" "LA7339" "X143" -0.00188220731512878 0.680865368456165 "NoSignificant" 0.805774831993585 "NoSignificant"
"144" "LA7339" "X144" -0.0294048899026693 0.0457757663577827 "q < 0.05" 0.470573454842811 "NoSignificant"
"145" "LA7339" "X145" 0.0226242048760836 0.521298349985908 "NoSignificant" 0.695531258864811 "NoSignificant"
"146" "LA7339" "X146" -0.0964618347707562 0.157677527501813 "NoSignificant" 0.472658339481328 "NoSignificant"
"147" "LA7339" "X147" -0.0170734254937481 0.0121827082539496 "q < 0.05" 0.470573454842811 "NoSignificant"
"148" "LA7339" "X148" 0.0338814260069009 0.552241412372518 "NoSignificant" 0.717207292094786 "NoSignificant"
"149" "LA7339" "X149" 0.00769948227364736 0.892641732440251 "NoSignificant" 0.939583045186403 "NoSignificant"
"150" "LA7339" "X150" -0.029874952894966 0.451472333720881 "NoSignificant" 0.645613535215843 "NoSignificant"
"151" "LA7339" "X151" -0.029874952894966 0.451472333720881 "NoSignificant" 0.645613535215843 "NoSignificant"
"152" "LA7339" "X152" -0.0292038946041391 0.102187229110711 "NoSignificant" 0.470573454842811 "NoSignificant"
"153" "LA7339" "X153" -0.00966131993411112 0.528793644605743 "NoSignificant" 0.701282033522408 "NoSignificant"
"154" "LA7339" "X154" -0.0248718101498273 0.164662431733051 "NoSignificant" 0.474101148272986 "NoSignificant"
"155" "LA7339" "X155" -0.0199750098732618 0.653156676382639 "NoSignificant" 0.787953898334835 "NoSignificant"
"156" "LA7339" "X156" 0.0334504383406111 0.248437382687193 "NoSignificant" 0.515200506719305 "NoSignificant"
"157" "LA7339" "X157" -0.0291445299778164 0.17763790474765 "NoSignificant" 0.479255966087886 "NoSignificant"
"158" "LA7339" "X158" -0.00482415645542744 0.480128765487278 "NoSignificant" 0.666587144543443 "NoSignificant"
"159" "LA7339" "X159" -0.048894157807724 0.00443669789273477 "q < 0.05" 0.470573454842811 "NoSignificant"
"160" "LA7339" "X160" -0.00806082233198735 0.400427835042112 "NoSignificant" 0.610260808747784 "NoSignificant"
"161" "LA7339" "X161" -0.0140389012905628 0.104986530202585 "NoSignificant" 0.470573454842811 "NoSignificant"
"162" "LA7339" "X162" -0.00239940660734828 0.591851592546443 "NoSignificant" 0.744240135540178 "NoSignificant"
"163" "LA7339" "X163" -0.0626479145949781 0.0599154615884912 "NoSignificant" 0.470573454842811 "NoSignificant"
"164" "LA7339" "X164" -0.0516889258041768 0.166290763763045 "NoSignificant" 0.47536766720484 "NoSignificant"
"165" "LA7339" "X165" -0.0516889258041768 0.166290763763045 "NoSignificant" 0.47536766720484 "NoSignificant"
"166" "LA7339" "X166" -0.0285019443291668 0.0273656309115973 "q < 0.05" 0.470573454842811 "NoSignificant"
"167" "LA7339" "X167" -0.0939810164499311 0.00471665391121399 "q < 0.05" 0.470573454842811 "NoSignificant"
"168" "LA7339" "X168" -0.153207334432658 0.153035737573105 "NoSignificant" 0.472604592602261 "NoSignificant"
"169" "LA7339" "X169" -0.155059180115057 0.0979030992380349 "NoSignificant" 0.470573454842811 "NoSignificant"
"170" "LA7339" "X170" -0.0349965221853545 0.163624743895209 "NoSignificant" 0.473655135652742 "NoSignificant"
"171" "LA7339" "X171" -0.0396311738085835 0.104171132627529 "NoSignificant" 0.470573454842811 "NoSignificant"
"172" "LA7339" "X172" -0.153455769174257 0.104953155524687 "NoSignificant" 0.470573454842811 "NoSignificant"
"173" "LA7339" "X173" 0.00387285627840717 0.330652482177237 "NoSignificant" 0.563766969651865 "NoSignificant"
"174" "LA7339" "X174" -0.0242440400849291 0.424624690352503 "NoSignificant" 0.626034407434286 "NoSignificant"
"175" "LA7339" "X175" -0.0625680603120422 0.372666423571108 "NoSignificant" 0.591531507092332 "NoSignificant"
"176" "LA7339" "X176" -0.0248074332937516 0.770146658415002 "NoSignificant" 0.865093472033303 "NoSignificant"
"177" "LA7339" "X177" -0.101019371062381 0.0330564518791511 "q < 0.05" 0.470573454842811 "NoSignificant"
"178" "LA7339" "X178" -0.133707113898956 0.016142630513 "q < 0.05" 0.470573454842811 "NoSignificant"
"179" "LA7339" "X179" -0.0314126838720985 0.071242270017297 "NoSignificant" 0.470573454842811 "NoSignificant"
"180" "LA7339" "X180" -0.0197540090396213 0.313359452841131 "NoSignificant" 0.553969205299756 "NoSignificant"
"181" "LA7339" "X181" -0.0170578823143499 0.625387061261586 "NoSignificant" 0.767922410326907 "NoSignificant"
"182" "LA7339" "X182" -0.00293979306617853 0.920151752409039 "NoSignificant" 0.954804974206555 "NoSignificant"
"183" "LA7339" "X183" -0.00191826505265791 0.763213884727054 "NoSignificant" 0.860720746428737 "NoSignificant"
"184" "LA7339" "X184" -0.0110642933541083 0.681045413570339 "NoSignificant" 0.805866635138885 "NoSignificant"
"185" "LA7339" "X185" 0.0309035098559911 0.152992220512214 "NoSignificant" 0.472604592602261 "NoSignificant"
"186" "LA7339" "X186" -0.0707037789868101 0.0726213296711462 "NoSignificant" 0.470573454842811 "NoSignificant"
"187" "LA7339" "X187" -0.00822751782047249 0.213360358638557 "NoSignificant" 0.497514704601339 "NoSignificant"
"188" "LA7339" "X188" -0.0156259077192371 0.0223455953185963 "q < 0.05" 0.470573454842811 "NoSignificant"
